koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed,log_koi_period,log_koi_prad,log_koi_teq,log_koi_insol,log_koi_depth,stellar_density,planet_to_star_radius_ratio
0.987,0,0,0,0,3.03196812,133.98825,0.287,1.723,81.5,4.53071,0.9,88.74,1269.0,614.2,13.01,0.2676,3.4853294,14.200007,15.8,1,446.0,1.0,0.2508,5755.0,4.402,-0.14,0.993,0.909,292.78461,43.215981,13.421,0.21,0.68,0.32,-5.7e-05,-1.8e-05,0.21,0.69,0.72,0.22,0.79,0.82,1,1.3942546239917772,0.6418538861723948,7.146772179452637,6.421947418191435,4.412798293340635,0.9283593969314854,0.00829985724245543
0.0,0,0,1,0,1.2940561,131.861,0.394,0.97,51.2,9.70691,5.27,87.63,4465.0,93976.84,9.51,0.3154,3.288775,10.527928,6.4,1,1032.0,1.0,0.9066,6635.0,3.092,-0.5,7.146,2.303,299.42017,40.73838,12.855,0.0,10.0,-10.2,-0.000468,0.000461,3.94,-5.11,6.45,3.81,-5.08,6.35,0,0.8303214735084194,1.8357763546448291,8.404248432400102,11.450814288779144,3.955082494888593,0.0063110976850326165,0.006753438743363176
0.0,1,0,0,0,0.53936593,131.97457,0.988,5.434,145.0,0.06737,9.19,12.57,5016.0,149399.93,1.0119,0.3044,4.846845,9.0759325,57.6,1,1239.0,1.0,0.9985,6341.0,3.301,-0.1,5.302,2.05,291.02097,36.903648,12.915,,0.7,-0.9,,9e-06,0.02,0.26,0.26,0.01,0.19,0.19,0,0.43137059787368337,2.321406847234633,8.520587424484253,11.914388776561077,4.983606621708336,0.013754179595874822,0.01587278558232915
0.0,1,0,1,0,0.643703667,131.984908,0.036,0.801,172.0,11.0812,1.48,89.67,2358.0,7305.66,6.238,0.302,4.0043526,8.7930565,40.3,1,2074.0,1.0,0.9918,6161.0,4.362,-0.1,1.114,1.038,292.88342,38.074951,13.791,0.0,6.01,-8.33,-0.000448,0.000576,4.0,-10.47,11.21,3.77,-10.52,11.17,0,0.49695202917024023,0.9082585601768908,7.765993079407675,8.896541539984666,5.153291594497779,0.7508302837519868,0.012166170155398162
0.0,1,0,1,0,0.735146413,131.49953,1.192,5.053,275.4,0.06311,168.34,11.73,5366.0,195250.9,1.217,0.3217,4.536633,17.122849,78.0,1,1468.0,1.0,1.0,6611.0,3.112,0.07,7.435,2.61,294.08896,39.128101,12.855,,,,,,-10.574,-3.66,11.19,-10.488,-3.581,11.082,0,0.5510917977346179,5.131908528214131,8.588024372176829,12.182045798768542,5.621849091893515,0.006350348927327511,0.2073402947646391
0.0,0,0,1,0,0.827351796,131.92381,0.544,2.1885,44.7,0.46027,0.9,77.71,2208.0,5583.73,2.554,0.2472,3.8818557,17.308855,30.6,1,1622.0,1.0,0.9282,5609.0,4.141,-0.18,1.31,0.867,293.8067,44.867352,12.9,,204.96,-26.62,-0.004991,,11.911,-3.041,12.293,11.908,-3.16,12.32,0,0.6028678127732637,0.6418538861723948,7.700295203420117,8.627791366556727,3.822098297900159,0.3856605448800782,0.006291418505158962
0.0,1,0,0,1,0.618952198,131.590434,1.282,2.8244,8324.1,0.20321,4.96,36.86,497.0,14.29,1.603,0.366,18.584732,142.41026,259.3,1,1446.0,2.0,-1.0,2661.0,5.283,0.0,0.116,0.094,290.47928,43.505268,13.593,,,,,,-0.01,-0.05,0.05,0.32,-12.44,12.44,0,0.4817791486265012,1.7850704810772584,6.210600077024653,2.727199019940971,9.027030326788513,60.22182131288695,0.3915624605279777
0.0,1,0,0,0,1.31723412,132.13735,1.07,7.284,422.7,0.01561,125.56,18.38,5471.0,211468.1,1.127,0.3336,4.8466487,18.490742,78.4,1,1023.0,2.0,0.0,6740.0,2.816,0.07,12.08,3.479,296.61078,49.567039,13.449,0.001,-0.31,-0.65,2.5e-05,4.5e-05,-0.14,-0.16,0.21,-0.11,-0.24,0.26,0,0.8403742847996275,4.840716504019344,8.607399459302385,12.261834167504148,6.049025657632513,0.001973574957935794,0.09518351405768624
0.996,0,0,0,0,4.95060632,132.80914,0.458,1.719,309.5,6.15348,1.28,88.69,885.0,145.23,19.98,0.2665,3.7709882,14.24367,17.4,1,267.0,1.0,0.3435,5431.0,4.623,-0.44,0.717,0.802,291.20419,45.238392,15.309,0.08,-0.92,-1.1,0.00024,0.00025,-0.12,0.11,0.16,-0.08,-0.04,0.09,1,1.7834931168868375,0.8241754429663495,6.786716950605081,4.985180724623787,5.738183901373533,2.1757896236934684,0.016348133502945218
0.0,1,0,0,0,379.08202,287.504,1.181,33.87,1609.1,0.00319,23.99,87.66,253.0,0.97,28.9,0.2868,6.5166154,8.268613,23.2,1,4.0,2.0,0.5344,5982.0,4.493,-0.04,0.96,1.047,290.31039,40.98143,15.813,0.095,1.0,1.8,-0.0014,-0.0023,3.6,-0.5,3.7,3.4,-0.6,3.5,0,5.940387071535139,3.218475744846861,5.537334267018537,0.6780335427498971,7.384051567850893,1.1834038628472223,0.2288423382173382
,1,0,0,0,366.31509,312.1401,0.4314,12.41,336.0,1.26237,2.87,89.95,353.0,3.65,207.7,0.3109,,,13.0,1,,,,6705.0,4.16,-0.34,1.524,1.232,289.55566,42.572048,13.974,,,,,,,,,,,,0,5.906220035564616,1.3532545070416904,5.869296913133774,1.536867219599265,5.820082930352362,0.34806135520699155,0.01724544047378693
0.0,1,0,1,0,0.536544193,132.03219,0.267,2.918,159.5,0.22932,0.9,79.86,1745.0,2199.75,1.517,0.1646,3.5443864,14.654785,25.3,1,2438.0,1.0,0.9854,5041.0,4.597,-0.16,0.728,0.766,291.24924,45.92149,15.89,0.0,-4.82,5.0,0.000359,-0.000316,-0.7,3.05,3.13,-0.6,3.42,3.47,0,0.4295358642964856,0.6418538861723948,7.465082736399547,7.6965534903410155,5.07829394257007,1.9853388068277575,0.01132109648593165
0.0,0,0,0,0,1.005205893,132.45541,0.137,1.63,97.5,2.00283,0.85,88.34,1682.0,1893.23,4.747,0.2676,3.536938,13.766089,15.0,1,1329.0,1.0,0.5747,5718.0,4.549,-0.08,0.863,0.96,296.92361,43.566471,14.658,0.131,-0.95,0.02,8.9e-05,-1e-06,0.07,0.22,0.24,0.03,0.23,0.24,1,0.6957467452618595,0.6151856390902335,7.428333194190806,7.5465677024873,4.590056548178043,1.4936156170594348,0.00901956290137055
0.0,0,1,1,1,43.796785,158.9316,1.187,18.84,256.3,0.00045,20.79,70.6,542.0,20.4,3.57,0.2979,7.12258,15.342165,21.2,1,31.0,1.0,0.8407,6109.0,4.432,-0.6,0.941,0.872,295.93921,44.837379,14.372,0.0,-8.01,4.57,0.0016,-0.00144,-9.89,4.88,11.03,-10.05,4.68,11.09,0,3.8021363734529667,3.0814511489565284,6.297109319933935,3.0633909220278057,5.550242719287699,1.0465201978680223,0.20232158914411835
0.0,0,1,1,1,0.952371227,132.34095,1.2,3.926,352.5,0.04255,21.96,18.9,1870.0,2885.01,1.268,0.2965,3.4387045,12.530478,42.6,1,1407.0,1.0,0.9241,6086.0,4.511,-0.26,0.921,1.003,290.72519,48.210411,15.868,0.0,-2.3,-3.9,0.00024,0.00044,-2.21,-2.51,3.34,-2.3,-2.35,3.29,0,0.6690446476757952,3.133753571451366,7.534228326274089,7.967630204331278,5.867883485336628,1.2838729312379762,0.21834842681748218
0.0,0,0,1,1,1.089088292,132.0149343,0.291,1.8599,141.7,1.33683,1.28,86.18,1914.0,3167.63,4.376379,0.3024,3.9536054,12.806742,1.8,1,616.0,1.0,0.9578,6194.0,4.445,0.07,1.069,1.161,287.95279,46.33176,15.693,0.003,1.38,1.1,-0.0003,-0.00026,1.11,1.48,1.85,1.08,1.52,1.86,0,0.73672774687994,0.8241754429663495,7.557472901614746,8.061054596799929,4.960744524482791,0.9503839735026597,0.010965024996830424
,1,1,0,0,1.1518407,132.6197092,,2.53,,,,,,,,,,,,2,,1.0,,,,,,,287.80408,43.168961,15.206,0.0,-11.62,-8.08,0.001565,0.001111,-3.25,-3.89,5.07,-3.36,-3.89,5.13,0,0.7663236153960455,,,,,,
0.0,1,0,0,0,7.7553808,134.5191,1.235,22.321,839.6,0.00095,22.2,31.3,822.0,107.76,1.446,0.2665,3.594128,21.433395,55.9,2,148.0,1.0,0.9538,5607.0,4.539,-0.64,0.766,0.74,300.18863,46.185768,15.553,0.304,0.37,0.45,3e-05,-0.00012,-0.14,0.1,0.17,0.15,0.09,0.18,0,2.1696684599375597,3.144152278672264,6.71295620067707,4.68914361976427,6.734115922571016,1.646438112696357,0.2654003959486988
0.0,0,1,1,1,0.730949487,132.22503,0.86,2.367,87.3,0.13165,1.27,56.3,2311.0,6730.38,1.549,0.3024,8.340928,18.873734,15.8,1,1834.0,1.0,0.9993,6238.0,4.365,0.14,1.191,1.204,289.80322,38.366692,14.184,0.0,-2.01,-1.16,0.000125,9.5e-05,-4.61,-2.27,5.14,-4.6,-2.1,5.06,0,0.548670094370251,0.8197798314933114,7.7458682297922685,8.814535453624428,4.480740107609915,0.7126744717152941,0.009764934198183566
1.0,0,0,0,0,3.95116635,134.22411,0.374,2.566,60.9,1.62159,0.83,88.05,1160.0,427.07,11.02,0.2291,4.387563,16.379568,20.4,5,341.0,1.0,0.5587,5574.0,4.354,0.12,1.065,0.933,285.72849,42.65453,12.639,0.159,-0.75,0.02,4.3e-05,-8e-06,-0.1,0.26,0.28,-0.15,0.11,0.2,1,1.5996231750877172,0.6043159668533296,7.057036981697891,6.059286733610594,4.12552017969055,0.7723832026521802,0.007136838122753615
0.993,0,0,0,0,2.89223998,132.86232,0.017,2.521,44.3,1.55876,0.7,89.89,1287.0,647.55,8.83,0.2291,4.534816,13.169284,17.3,5,407.0,4.0,0.487,5574.0,4.354,0.12,1.065,0.933,285.72849,42.65453,12.639,0.015,-0.68,0.8,2.6e-05,-3.9e-05,0.55,-0.73,0.92,0.51,-0.87,1.01,1,1.3589848222378755,0.5306282510621704,7.160845906664299,6.474739101786682,3.8133070324889884,0.7723832026521802,0.006019020103527145
0.0,1,0,1,0,0.991552822,131.90235,1.158,1.135,607.2,0.17492,37.93,56.3,2558.0,10148.8,2.09,0.2946,5.308502,8.689728,17.3,1,1346.0,1.0,0.3818,5908.0,3.888,-0.52,1.862,0.977,285.5921,39.206268,11.968,,,,,,1.53,-0.54,1.62,1.56,-0.56,1.66,0,0.6889146470136488,3.6617651616223643,7.847371836159788,9.2252092798423,6.4105037752432645,0.15134062869971682,0.1865436747284223
0.0,0,0,1,1,1.89124187,132.7082,0.198,4.415,105.8,0.18915,0.93,86.55,1312.0,698.9,3.295,0.1828,3.8064322,16.35057,20.8,1,710.0,1.0,0.0638,5285.0,4.474,0.4,0.927,0.933,290.31589,37.977779,14.486,0.0,0.68,-3.05,-8.6e-05,0.000277,-2.25,-3.71,4.34,-2.25,-3.77,4.39,0,1.0616861226270033,0.6575200029167942,7.180069874302796,6.550937467695494,4.6709579265260945,1.1712306833696815,0.009187145109475206
0.999,0,0,0,0,184.77271,217.3573,0.04,9.568,951.4,1.92603,2.41,89.98,268.0,1.21,151.5,0.1959,8.006753,16.886051,21.0,2,8.0,1.0,0.9378,5273.0,4.566,0.0,0.801,0.861,291.67682,38.874908,14.838,0.0,-0.4,1.72,0.00058,-0.00148,-0.15,-0.24,0.28,-0.03,-0.09,0.1,1,5.224523937228223,1.2267122912954256,5.594711379601839,0.7929925155296614,6.858985114612707,1.6753502052540414,0.027552555642443285
,1,0,0,0,392.49728,203.1308,0.1658,10.53,1062.0,2.97221,2.82,89.95,232.0,0.68,289.3,0.2662,,,14.5,1,,,,5737.0,4.544,-0.06,0.872,0.969,286.58932,44.5247,15.814,,,,,,,,,,,,0,5.975074155508282,1.3402504226184837,5.4510384535657,0.5187937934151676,6.968850378341948,1.4614175628499437,0.029614880532311722
0.514,0,0,0,0,59.284064,148.75407,0.556,5.42,424.4,1.95609,1.81,89.55,401.0,6.14,71.4,0.1914,3.9195364,10.66435,13.1,2,24.0,2.0,0.4551,5225.0,4.505,0.14,0.859,0.861,283.29214,45.434109,15.48,0.002,-0.5,-2.7,0.0001,0.00088,-0.03,-0.85,0.85,-0.32,-1.11,1.16,1,4.09906779019843,1.0331844833456545,5.996452088619021,1.965712776351493,6.053029902766137,1.3583874482576455,0.019295799272516383
0.1,0,0,0,0,6.96704926,138.24776,0.906,3.73,213.7,0.1128,6.14,82.12,1774.0,2341.58,6.61,0.3111,4.0145707,17.48083,18.6,2,157.0,1.0,0.0443,6303.0,3.595,0.28,3.53,1.786,297.1243,47.037022,13.487,0.337,0.29,-0.09,-7.9e-05,7e-06,0.16,-0.19,0.25,0.09,-0.18,0.2,1,2.0753141933840094,1.965712776351493,7.4815557019095165,7.759008165076918,5.369241704884735,0.04060292663439909,0.01592835870456267
0.0,0,0,1,0,8.8109721,136.4718,1.227,4.822,24048.0,0.28836,47.94,83.34,881.0,142.58,10.58,0.2622,5.8458734,20.865814,26.0,1,52.0,1.0,0.6432,5780.0,4.438,0.0,1.0,1.0,294.46231,38.381912,18.533,0.0,-1.9725,2.241,0.0,0.0,0.265,-2.873,2.886,-3.44,2.792,4.434,0,2.2835013614303956,3.8905950580145254,6.782192056006791,4.966892371148337,10.087848694627853,1.0,0.439010989010989
0.965,0,0,0,0,168.81133,211.43982,0.083,6.582,614.4,5.27578,1.69,89.98,241.0,0.8,199.6,0.1082,7.418344,14.800636,15.3,1,9.0,1.0,0.4856,4798.0,4.62,0.0,0.707,0.771,297.285,49.21246,14.061,0.691,0.51,0.41,-4e-05,-0.00018,0.59,0.18,0.62,1.02,0.26,1.06,1,5.134687997210677,0.9895411936137477,5.488937726156687,0.5877866649021191,6.422272462887942,2.1817055511726355,0.021889944096450464
0.979,0,0,0,0,67.968656,163.55972,0.317,7.948,321.8,1.02857,1.71,89.71,443.0,9.09,63.1,0.2787,6.6424747,20.387798,27.3,3,22.0,2.0,0.2852,5670.0,4.387,-0.36,0.95,0.802,292.32645,38.657581,13.865,0.013,-1.08,0.35,0.00033,-0.00013,0.17,-0.35,0.39,0.21,-0.46,0.5,1,4.233652140519968,0.9969486348916095,6.095824562432225,2.3115448343655176,5.777032936395794,0.9354133255576617,0.016483516483516484
0.0,0,0,1,0,2.15681538,133.27151,0.615,5.115,106.5,0.07943,1.06,76.79,1473.0,1114.9,2.69,0.2916,4.917729,18.20582,22.6,1,632.0,1.0,0.5524,6084.0,4.45,-0.24,0.983,0.991,297.81674,43.440411,14.758,0.0,-2.58,3.45,0.000248,-0.000339,-5.99,5.21,7.94,-6.04,5.23,7.98,0,1.1495637282966467,0.7227059828014898,7.295735072749282,7.017416533191656,4.677490847567718,1.0433093536030353,0.009874831848382205
0.0,1,0,1,0,0.708563091,132.10298,1.196,6.347,414.5,0.06861,15.38,11.64,1587.0,1501.41,1.221,0.2337,4.3754134,16.118591,90.8,1,1515.0,1.0,0.9925,5271.0,4.669,-0.66,0.648,0.718,284.74942,48.558128,15.017,,,,,,-13.09,-3.07,13.44,-13.12,-3.41,13.56,0,0.5356527196057675,2.7960610784249234,7.370230641807081,7.314825764448886,6.029482614295503,2.6387571715392677,0.21734952290507847
,1,0,1,0,366.24282,307.2714,0.235,15.76,733.7,0.78305,2.4,89.95,237.0,0.75,177.1,0.258,,,18.2,1,,,,5713.0,4.541,0.07,0.893,1.01,290.60129,41.26902,15.501,,,,,,,,,,,,0,5.9060232641480965,1.2237754316221157,5.472270673671475,0.5596157879354227,6.599462252626232,1.4182963888024027,0.02461144678389919
0.0,0,1,1,1,1.33256418,132.0473,0.559,4.701,162.3,0.08191,0.81,73.54,1262.0,602.26,1.974,0.2787,3.7672987,13.921124,20.7,1,852.0,1.0,0.0379,5157.0,4.641,-1.0,0.62,0.614,295.10251,46.732922,15.86,0.0,-0.86,-2.38,-3e-05,0.00049,0.4,-4.1,4.1,-1.2,-2.17,2.48,0,0.846968168902081,0.5933268452777344,7.141245122350491,6.402348281243005,5.095588999976419,2.5762814272766943,0.011963842609003898
0.0,1,0,1,1,12.4258833,141.5008,0.982,24.83,93.6,0.00031,2.19,43.89,1006.0,242.04,1.363,0.265,3.8482199,13.908455,34.4,1,112.0,1.0,0.1414,5611.0,3.933,-0.58,1.632,0.832,297.75125,40.647388,13.369,0.0,-2.11,-0.26,0.00021,1.7e-05,-1.65,-0.68,1.78,-1.3,-0.65,1.45,0,2.5971844333888088,1.1600209167967532,6.914730892718563,5.493226038847463,4.549657476057833,0.19140922420486842,0.012288569273863393
0.0,0,0,1,0,1.387838134,132.11351,0.38,2.252,136.8,0.87161,1.24,85.11,1783.0,2378.53,4.46,0.302,3.616604,14.307547,20.4,1,963.0,1.0,0.0,6273.0,4.442,-0.14,1.044,1.099,295.64212,48.773071,15.167,0.0,37.0,72.7,-0.0043,-0.00841,,,,,,,0,0.8703884101509016,0.8064758658669485,7.486613313139955,7.77465826817238,4.925803358579558,0.9658200044196765,0.010876735014666048
0.0,0,1,1,0,0.678349364,132.16318,1.187,3.092,486.0,0.08242,19.06,19.79,1844.0,2737.73,1.261,0.2396,3.6746151,16.561987,12.0,1,1572.0,1.0,0.9563,5569.0,4.566,-0.08,0.829,0.928,285.81662,49.352699,14.261,,,,,,13.308,-0.319,13.311,13.254,-0.434,13.261,0,0.5178107889960257,2.9987277825337895,7.520234556474628,7.91524958828146,6.18826412308259,1.6288623483516649,0.210545385454915
0.0,0,1,1,1,1.022028468,132.3717,1.247,8.866,1344.5,0.03951,26.91,15.94,1649.0,1755.39,1.297,0.2521,9.749323,29.789963,184.5,1,1312.0,1.0,1.0,5445.0,4.456,-0.32,0.855,0.762,298.84119,44.749889,14.592,0.0,19.0,-18.9,-0.001461,0.00147,7.415,-3.941,8.397,7.543,-4.05,8.561,0,0.7041011996287444,3.328985047548231,7.408530566894626,7.471015845207451,7.204520970166961,1.2191485519311087,0.2882205513784461
0.0,1,0,0,0,0.72359699,131.57754,0.608,1.326,495.6,1.56045,6.73,80.03,4699.0,114645.28,3.51,0.2823,4.057976,14.689704,14.8,1,238.0,1.0,0.8319,8855.0,3.818,-0.32,2.858,1.964,291.55807,38.546219,14.338,0.0,2.46,-0.31,-0.00112,0.00024,2.25,0.42,2.29,2.26,0.346,2.28,0,0.5444133804131615,2.0451088625993306,8.45531778769815,11.649606841183111,6.207784873074067,0.08413075959878445,0.02156404360743059
0.0,0,1,0,0,1.6156052,131.4952,1.149,14.55,1582.0,0.01114,34.69,5.58,2202.0,5539.33,1.154,0.3189,4.1665573,18.228155,253.1,1,662.0,1.0,-1.0,6770.0,4.15,-0.1,1.623,1.365,295.31842,40.208961,13.391,0.0,3.62,0.86,-0.00067,-0.000169,4.65,1.84,5.0,3.86,1.38,4.1,0,0.9614955047745782,3.574870537502069,7.697575346802343,8.619809344754302,7.367077059881012,0.31928395311993996,0.19573258944793137
0.0,0,0,1,1,1.8913182,132.66252,0.439,4.374,202.3,0.15658,0.9,81.85,983.0,221.36,3.09,0.0833,3.7819645,17.892231,17.6,1,709.0,1.0,0.8614,4476.0,4.627,-0.32,0.633,0.618,290.33362,37.911171,15.171,0.0,-1.7,-2.49,0.00031,0.00038,-2.81,-1.78,3.33,-2.8,-1.88,3.38,0,1.0617125226986257,0.6418538861723948,6.891625897052253,5.404297690085269,5.314682720634301,2.4365613169703813,0.013020155200249989
0.011,1,0,0,0,494.165759,472.0427,0.41,2.239,1440.0,319.28052,4.5,89.99,265.0,1.17,1603.0,0.3138,4.7917643,7.43973,7.4,1,3.0,1.0,0.1191,6392.0,4.399,0.07,1.162,1.232,291.51395,38.365471,15.404,0.0,3.3,-5.7,-0.005,0.0085,1.97,-4.55,4.96,1.96,-4.78,5.17,0,6.204892573180028,1.7047480922384253,5.583496308781699,0.7747271675523681,7.273092595999522,0.7852217553682311,0.035463675739063005
0.0,0,0,1,0,2.43585046,132.89661,0.471,2.088,60.5,1.61063,2.6,86.61,2544.0,9880.82,7.96,0.312,3.5316958,12.08656,14.9,1,553.0,1.0,0.0642,6501.0,3.613,-0.22,3.247,1.579,292.92432,38.44228,13.464,0.0,43.84,-10.5,-0.002615,0.000619,9.75,-3.26,10.28,9.7,-3.1,10.18,0,1.2342644816382489,1.2809338454620645,7.841885928984623,9.198451984303553,4.119037174812473,0.04612488157572854,0.007332776042354114
0.0,0,0,0,1,1.33255441,132.05269,0.649,3.828,106.7,0.11416,1.12,72.87,1743.0,2180.2,2.205,0.2868,3.5508626,11.627528,15.1,1,981.0,1.0,0.259,6099.0,4.456,0.02,1.028,1.098,292.6069,45.701408,15.708,0.0,-3.9,-1.5,0.00036,0.00018,-0.52,7.0,7.0,-0.54,7.1,7.1,0,0.8469639803697591,0.7514160886839212,7.463936604468925,7.687630463051907,4.679349584162343,1.0107016998875908,0.009977052778609198
0.0,1,0,0,1,359.1015,415.3142,0.317,11.461,496.5,1.83744,2.37,89.92,285.0,1.56,232.2,0.3032,5.3597198,9.6717615,12.9,1,4.0,1.0,0.3729,6373.0,4.438,-0.24,1.047,1.094,291.56772,38.267109,14.821,0.738,-0.1,0.4,-1e-05,-0.00029,4.8,-2.2,5.3,4.8,-2.4,5.3,0,5.886385936155735,1.2149127443642704,5.655991810819852,0.9400072584914712,6.209595556598647,0.9531851703175878,0.020729032190350244
0.0,0,1,0,0,0.941840589,131.80464,1.198,5.06,388.3,0.04096,27.05,15.52,2200.0,5547.35,1.243,0.3071,4.7578907,16.604038,23.0,1,1446.0,1.0,0.6997,6419.0,4.33,-0.4,1.142,1.013,298.67731,41.640282,13.956,0.0,-1.41,0.64,7.6e-05,-4e-05,-0.35,-0.56,0.66,-0.45,-0.65,0.79,0,0.6636362805060728,3.3339886319687055,7.696667081526462,8.621255865241581,5.96435025461641,0.6801600720539425,0.21690947697952956
0.0,0,1,0,1,1.728521892,131.81736,0.719,3.361,92.2,0.15508,1.19,75.67,1678.0,1869.82,2.9,0.2711,5.6370683,21.015509,30.2,1,626.0,1.0,0.0,5872.0,4.282,-0.18,1.157,0.934,295.5571,40.321209,12.861,0.0,-0.54,1.07,2.1e-05,-8.4e-05,0.5,0.44,0.7,0.3,0.02,0.3,0,1.0037600310680732,0.7839015438284094,7.425953657077541,7.534132116408228,4.534747721691546,0.6030409432007661,0.009418699997783834
0.0,0,0,1,1,1.89125855,132.6891,0.677,5.415,67.9,0.05255,0.81,71.65,1671.0,1839.74,2.15,0.3,3.9981947,18.424814,24.8,1,713.0,1.0,0.5061,6569.0,4.41,-1.52,0.927,0.805,290.29932,37.908932,13.517,0.0,-1.66,1.73,0.000102,-0.000127,-1.71,0.46,1.77,-1.77,0.41,1.82,0,1.061691891757583,0.5933268452777344,7.421775793644647,7.517922943665823,4.232656178019613,1.0105473741828441,0.008001707030833244
0.0,0,1,1,1,8.65312868,136.65308,1.185,3.376,508.6,0.02866,20.38,75.83,857.0,127.5,4.84,0.2916,4.1262527,18.872547,22.6,2,153.0,1.0,0.707,5880.0,4.525,-0.16,0.893,0.974,289.71487,39.283871,15.534,0.0,2.16,-0.13,-0.0014,-9e-05,-0.65,-0.3,0.71,-0.9,-0.43,1.0,0,2.2672820783484338,3.062455905596899,6.754604099487962,4.855928904335275,6.2336261042579535,1.367743250191624,0.20899220227327728
0.976,0,0,0,0,30.0899459,149.06413,0.907,6.654,242.6,0.08382,2.25,86.73,660.0,44.79,15.89,0.2826,3.848563,14.921383,16.6,3,43.0,2.0,0.9772,6056.0,4.332,0.16,1.209,1.147,291.2562,49.258949,14.881,0.111,0.77,-0.62,-0.00025,0.00017,-0.18,-0.92,0.94,-0.25,-0.85,0.89,1,3.4368844839597887,1.1786549963416462,6.493753839851687,3.824065726669004,5.495527535835742,0.6490595066351335,0.017042510839036892
0.196,0,1,0,0,1.39862757,132.65615,0.617,9.625,45.5,0.01619,2.39,58.72,3562.0,38048.23,1.187,0.2973,5.3854947,13.220459,59.6,1,975.0,1.0,0.6318,7872.0,3.732,0.07,3.367,2.228,294.20068,46.327221,11.915,0.613,-0.44,-0.48,3.5e-06,3e-06,0.0,-0.18,0.18,-0.06,-0.23,0.24,0,0.8748967279543787,1.220829921392359,8.178358165605836,10.54663612655419,3.839452312593311,0.05836948175227016,0.006500281225555951
0.997,0,0,0,0,9.91937693,136.87361,0.163,4.326,186.7,1.03249,1.32,89.47,838.0,116.43,17.51,0.2676,3.9264987,14.60874,18.8,6,127.0,6.0,0.6639,5688.0,4.415,-0.12,0.971,0.895,289.78052,49.89653,14.534,0.0,-0.44,-1.1,0.00018,0.00029,-0.85,-0.56,1.02,-0.36,0.24,0.43,1,2.3905389109965993,0.8415671856782186,6.732210706467206,4.7658424113769895,5.2348449435924636,0.9776093477874213,0.012448931089507816
0.0,0,0,0,1,0.918510251,131.82791,0.622,2.587,52.6,0.26718,1.77,74.21,2795.0,14485.22,2.284,0.2736,4.022338,8.656139,20.3,1,1459.0,1.0,0.9999,5837.0,3.791,-0.18,2.338,1.232,291.71054,38.96273,13.815,0.0,1.7,2.9,-4.1e-05,-7.2e-05,1.1,2.1,2.3,1.3,2.1,2.4,0,0.6515489739274989,1.0188473201992472,7.935945103353701,9.580953131717127,3.9815490680767565,0.09640003406076111,0.006932759285197266
1.0,0,0,0,0,9.47850818,140.16526,0.112,6.154,184.6,0.35078,1.47,89.46,946.0,189.14,11.85,0.3029,4.951053,20.036823,26.7,3,141.0,2.0,0.6,6249.0,4.428,-0.04,1.076,1.13,286.97128,44.708302,14.456,0.228,-0.21,0.37,4e-05,-0.00011,0.04,0.25,0.26,-0.06,0.15,0.16,1,2.349326319523641,0.9042181506398859,6.853299093186078,5.247760642930884,5.2235938203521,0.9070717251056747,0.012510723477266226
,1,0,0,0,0.783258387,131.74358,0.2514,2.2926,328.5,0.57132,1.28,84.8,1559.0,1395.69,2.646,0.2004,6.1563473,10.626045,28.5,1,1447.0,1.0,,5067.0,4.565,-0.4,0.715,0.686,289.79135,40.299431,15.729,0.194,0.21,0.35,-5e-05,-0.00011,-0.6,4.45,4.49,-0.8,4.11,4.18,0,0.5784422453753808,0.8241754429663495,7.352441100243583,7.241860430552437,5.797576353942562,1.8767481235083567,0.0163938625477087
1.0,0,0,0,0,4.24263096,135.0304,0.201,2.582,187.6,2.03642,1.1,89.08,926.0,174.24,12.47,0.1496,4.8559866,14.401643,15.9,1,319.0,1.0,0.0405,5072.0,4.521,0.14,0.825,0.822,291.91916,39.02227,14.955,,0.89,0.12,-0.00016,,-0.04,0.36,0.36,-0.04,0.22,0.22,1,1.656823463930191,0.7419373447293773,6.831953565565855,5.166156462945698,5.239628370199357,1.463895149845563,0.01221001221001221
0.0,1,0,0,1,1.231363214,131.80615,0.969,5.8101,4774.7,0.02853,10.75,42.62,1699.0,1973.12,1.317,0.2622,3.9017484,16.822853,112.7,1,715.0,1.0,1.0,5780.0,4.438,0.0,1.0,1.0,290.29623,47.990364,17.661,0.0,1.17,-3.58,-0.00097,0.00206,-0.92,-2.54,2.7,-1.12,-2.71,2.93,0,0.8026127054266405,2.463853240590168,7.438383530044307,7.587878008419329,8.4712958390292,1.0,0.09844322344322344
