koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_model_dof,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed
0.0,0,0,1,0,4.27121961,132.10466,2454965.105,0.0,,0.636,2.9283,,966.7,0.029689,0.77078,2.17,0.0448,85.97,802.0,97.84,9.06,0.0,0.0,0.1263,0.6019,10.5187025,34.33378,38.0,1,266.0,1.0,0.084,,,4702.0,4.602,-0.3,0.67,0.654,,295.00293,44.09203,15.938,16.857,15.9,15.543,15.306,14.22,13.704,13.589,0.0,19.6667707,44.08769,-3.51,-15.62,0.00282,0.01239,-0.889,-4.395,4.484,-1.238,-5.256,5.4,0
0.0,1,0,0,1,0.769358923,131.57827,2454964.578,0.0,,0.111,1.5364,,44.8,0.006026,1.85294,1.93,0.0185,88.35,2928.0,17335.4,3.87,0.0,0.0,0.2079,0.4949,3.709295,9.520501,19.8,1,1740.0,1.0,0.9631,,,5267.0,3.655,0.02,2.935,1.42,,283.11136,42.76107,12.055,12.718,11.992,11.77,11.652,10.648,10.241,10.116,0.0,18.874108,42.76161,0.7,1.94,-2.2e-05,-5e-05,-0.2,1.02,1.04,-0.21,1.21,1.23,0
0.0,0,1,1,1,0.755109106,132.56239,2454965.562,0.0,,0.47,2.967,,106.0,0.009553,0.21903,0.85,0.0157,75.49,1733.0,2130.82,1.876,0.0,0.0,0.2327,0.4526,3.8971086,20.899868,34.0,1,1376.0,1.0,0.8958,,,5452.0,4.572,-0.04,0.815,0.91,,284.37183,40.712971,13.974,14.544,13.899,13.73,13.636,12.676,12.25,12.191,0.0,18.958053,40.71309,-2.83,0.43,0.000216,-2.4e-05,-1.58,0.36,1.62,-1.33,0.42,1.39,0
0.0,0,1,0,0,25.3239215,138.49766,2454971.498,0.0,,1.218,70.405,,1379.7,0.26075,0.0001,19.02,0.1461,35.85,484.0,12.94,1.502,0.0,0.0,0.2337,0.4535,5.450442,25.782122,214.5,1,56.0,1.0,0.9992,,,5128.0,4.6,-0.68,0.668,0.647,,291.40079,47.924629,14.856,15.542,14.831,14.562,14.428,13.408,12.943,12.868,0.568,19.4267208,47.924646,0.07,0.06,-7e-05,-6e-05,0.16,0.13,0.21,0.14,0.18,0.23,0
0.856,0,0,0,0,4.61225043,133.86134,2454966.861,0.0,,0.012,2.695,,29.1,0.004852,2.02284,0.51,0.053,89.95,1032.0,268.27,13.15,0.0,0.0,0.224,0.4695,3.0462139,11.438283,13.7,2,228.0,1.0,0.717,,,5495.0,4.442,0.16,0.961,0.932,,297.14883,46.296951,11.83,12.363,11.766,11.602,11.529,10.615,10.275,10.185,0.0,19.809916,46.29754,-0.21,2.11,4e-06,-6.5e-05,0.99,1.35,1.68,0.98,1.31,1.64,1
0.999,0,0,0,0,7.99022379,132.268,2454965.268,0.0,,0.107,3.273,,165.9,0.011686,1.9607,1.97,0.0785,89.67,1113.0,361.73,18.77,0.0,0.0,0.2678,0.3958,4.0353475,14.412554,17.6,1,171.0,1.0,0.9887,,,5689.0,4.065,0.02,1.542,1.007,,296.38882,41.040569,14.59,15.064,14.541,14.387,14.299,13.439,13.109,13.043,,19.759237,41.04052,-0.7,-0.16,,0.0,-0.16,-0.1,0.19,-0.21,-0.22,0.31,1
,0,0,0,0,4.1749166,134.1713,2454967.171,0.0,,0.4759,4.828,,40.7,0.005965,0.22251,0.61,0.0513,85.37,1116.0,366.59,5.9,0.0,0.0,0.2828,0.3659,,,11.8,1,,,,,,5910.0,4.505,-0.02,0.94,1.032,,285.22531,49.424179,13.391,13.825,13.306,13.204,13.129,12.266,11.925,11.839,,,,,,,,,,,,,,0
0.0,1,0,0,1,0.56678694,131.82489,2454964.825,0.0,,0.213,1.959,,61.2,0.007096,0.68115,0.63,0.0122,84.58,1920.0,3194.49,2.26,0.0,0.0,0.2175,0.4767,3.960121,8.422979,8.3,1,2009.0,1.0,-1.0,,,5341.0,4.496,-0.32,0.808,0.747,,291.82501,42.866508,15.817,16.499,15.773,15.524,15.364,14.426,13.939,13.87,0.0,19.455013,42.86762,0.5,4.0,-4.6e-05,-0.000317,-2.25,-0.61,2.33,-2.35,-0.66,2.44,0
0.0,0,1,1,1,0.73094701,132.22433,2454965.224,0.0,,1.158,4.223,,227.7,0.173153,0.05968,15.83,0.0155,13.38,1870.0,2886.66,1.19,0.0,0.0,0.2711,0.3858,3.5834563,15.029811,31.2,1,1833.0,1.0,0.1706,,,5767.0,4.559,-0.22,0.837,0.927,,289.80423,38.370708,15.312,15.825,15.266,15.091,15.032,14.113,13.743,13.641,0.0,19.320212,38.37055,-2.97,-0.58,0.000152,-5.8e-05,-3.24,0.33,3.25,-3.18,0.02,3.18,0
0.0,0,1,0,0,0.686994057,131.661024,2454964.661,0.0,,1.261,3.5252,,2797.1,0.323275,0.11386,35.3,0.0153,27.08,2063.0,4267.13,1.416,0.0,0.0,0.2622,0.4035,9.839638,47.03784,136.6,1,1952.0,1.0,0.542,,,5780.0,4.438,0.0,1.0,1.0,,286.10696,38.107628,9.16,,9.16,15.09,,14.99,14.174,14.21,0.0,19.0736321,38.109299,-7.06,6.02,0.00071,0.00085,2.2,-10.8,11.0,-13.4,-6.8,15.0,0
0.0,0,0,1,0,1.324247867,131.51043,2454964.51,0.0,,0.295,1.4759,,83.3,0.008499,3.1595,1.3,0.0257,87.46,2140.0,4951.46,6.64,0.0,0.0,0.3119,0.2971,3.6707025,22.168465,26.5,1,1015.0,1.0,0.4713,,,6557.0,4.251,0.04,1.406,1.287,,298.0513,43.164909,13.869,13.869,13.465,13.36,13.314,12.482,12.264,12.248,0.0,19.870282,43.1674,7.66,8.95,-0.000559,-0.000616,5.4,4.181,6.83,5.38,4.199,6.82,0
0.0,0,1,0,0,0.780632043,132.190835,2454965.191,0.0,,1.306,1.4109,,736.5,0.334674,0.16781,79.67,0.0165,41.91,2714.0,12837.08,1.755,0.0,0.0,0.2327,0.4526,5.1358194,24.07097,141.0,1,1716.0,1.0,0.9975,,,5354.0,3.754,-0.42,2.18,0.985,,281.57571,43.068111,13.331,13.955,13.288,13.064,12.939,11.887,11.417,11.339,0.0,18.7718007,43.067344,3.42,-2.76,-0.000798,0.000622,2.917,-1.69,3.37,3.355,-1.644,3.736,0
0.0,0,1,1,1,0.730947169,132.22192,2454965.222,0.0,,1.143,4.396,,248.0,0.160013,0.05768,14.43,0.0155,13.74,1777.0,2349.48,1.177,0.0,0.0,0.2327,0.4526,4.4002695,19.928223,49.1,1,1831.0,1.0,0.7752,,,5514.0,4.569,-0.04,0.826,0.926,,289.76114,38.353519,15.01,15.583,14.928,14.764,14.67,13.691,13.267,13.217,0.002,19.317401,38.35374,-0.36,0.79,8.3e-05,-0.000101,-1.61,-0.94,1.86,-1.62,-0.94,1.87,0
0.0,0,1,0,0,41.16676097,158.917777,2454991.918,0.0,,1.093,2.2133,,5386.3,0.202708,4.03992,17.82,0.2124,89.12,446.0,9.35,71.26,0.0,0.0,0.2075,0.49,52.48755,198.55354,185.2,1,26.0,1.0,0.7081,,,5193.0,4.503,-0.18,0.805,0.753,,298.21094,48.559158,13.418,14.066,13.362,13.14,13.049,12.023,11.582,11.475,0.0,19.8807353,48.559112,0.214,-0.174,-0.00078,0.0018,0.017,-0.039,0.043,0.167,-0.188,0.252,0
0.0,0,1,0,0,1.083736642,134.1369208,2454967.137,0.0,,1.265,1.57912,,8930.8,0.387688,0.56259,237.84,0.0258,67.24,3641.0,41465.78,3.269,0.0,0.0,0.2674,0.3894,124.658714,2030.0591,954.2,1,1969.0,1.0,-1.0,,,5591.0,3.227,-0.4,5.618,1.942,,285.30206,49.263451,12.923,13.434,12.873,12.704,12.627,11.686,11.311,11.216,0.0,19.02013489,49.2635315,-0.0639,0.2934,0.00034,-0.00021,-0.055,0.146,0.156,0.054,0.35,0.35,0
0.002,0,0,1,0,2.45570369,133.03195,2454966.032,0.0,,1.205,3.1,,273.8,0.221422,0.01583,55.95,0.0334,45.38,1891.0,3017.14,1.715,0.0,0.0,0.236,0.4473,4.0893836,14.961529,23.5,1,434.0,1.0,0.3389,,,5148.0,3.624,-0.58,2.314,0.822,,285.53549,49.298439,13.39,14.079,13.355,13.095,12.941,11.874,11.364,11.262,0.0,19.030947,49.278666,-167.33,-71.19,0.03119,0.01328,-10.157,-3.484,10.738,-10.074,-3.593,10.696,0
0.0,0,1,1,1,0.64234875,131.910695,2454964.911,0.0,,0.627,1.3699,,103.7,0.009846,1.16654,2.78,0.0174,77.7,3813.0,49846.45,2.941,0.0,0.0,0.3269,0.2559,5.826835,17.413658,61.3,1,1035.0,1.0,0.8932,,,7089.0,3.842,-0.14,2.584,1.693,,292.13745,38.599419,12.305,12.478,12.247,12.22,12.236,11.465,11.248,11.243,0.0,19.4758147,38.62348,-0.62,86.6,2.8e-05,-0.005392,-0.254,10.588,10.591,-0.348,10.553,10.559,0
0.921,0,1,0,0,5.204286663,135.885314,2454968.885,0.0,,0.272,6.2598,,35221.0,0.170338,0.26775,16.0,0.0545,87.85,934.0,180.12,7.264,0.0,0.0,0.2043,0.4966,111.26321,985.01385,153.0,1,258.0,1.0,0.6179,,,5332.0,4.471,-0.12,0.86,0.798,,291.09161,42.058479,15.424,16.086,15.347,15.141,14.99,13.877,13.452,13.436,0.0,19.406107099,42.0584925,-0.0361,0.0451,0.0012,-0.0046,0.042,0.073,0.084,0.058,-0.004,0.058,0
0.0,0,1,0,0,6.352090869,134.2069907,2454967.207,0.0,,0.223,3.88771,,75142.0,0.249791,1.70137,18.9,0.0587,89.17,772.0,83.66,15.367,0.0,0.0,0.1908,0.5172,370.60852,3249.144,1343.2,1,212.0,1.0,0.0,,,5089.0,4.58,-0.52,0.693,0.666,,300.77478,44.487751,14.933,15.637,14.888,14.631,14.479,13.441,12.961,12.86,0.0,20.051694151,44.48780497,1.6238,0.1979,0.0471,0.058,-0.29,-0.82,0.87,0.067,-0.108,0.127,0
0.0,0,0,1,0,1.877350712,132.26591,2454965.266,0.0,,0.297,1.7478,,185.6,0.012667,2.71676,1.46,0.0308,87.86,1650.0,1755.2,7.97,0.0,0.0,0.311,0.2914,4.389618,19.829435,23.1,1,710.0,1.0,0.0699,,,6382.0,4.432,-0.22,1.059,1.104,,296.80524,50.611061,14.688,15.062,14.637,14.527,14.482,13.601,13.311,13.28,0.0,19.787083,50.60797,2.28,-11.11,-0.00034,0.0021,0.623,-5.84,5.873,0.537,-5.972,5.996,0
0.0,0,0,1,1,2.11552348,134.09961,2454967.1,0.0,,1.187,6.712,,359.2,0.206384,0.00932,21.43,0.033,24.22,1398.0,900.64,1.302,0.0,0.0,0.2844,0.3661,7.097736,24.066193,28.9,1,635.0,1.0,0.1114,,,5900.0,4.509,0.07,0.951,1.065,,287.18005,38.414131,15.897,16.431,15.834,15.668,15.59,14.635,14.275,14.332,0.0,19.14533,38.41461,-0.33,1.74,5e-05,-0.0007,0.67,0.96,1.17,0.54,0.88,1.03,0
0.0,0,1,1,1,2.84573962,134.27578,2454967.276,0.0,,0.656,7.28,,211.7,0.014011,0.03403,3.63,0.0426,74.42,1829.0,2645.94,2.44,0.0,0.0,0.2357,0.4484,5.598633,26.98217,83.9,1,469.0,1.0,0.6762,,,5557.0,3.792,-0.02,2.372,1.271,,296.67761,40.65369,13.591,14.033,13.516,13.402,13.346,12.497,12.225,12.115,,19.776999,40.59715,-61.81,-203.55,0.005306,,,,,,,,0
0.0,0,1,1,0,7.01476115,136.88345,2454969.883,0.0,,0.687,3.945,,122.1,0.01076,0.3958,1.02,0.0686,86.1,928.0,175.85,10.1,0.0,0.0,0.2979,0.3238,5.7414393,23.824995,27.5,1,94.0,1.0,0.3041,,,5912.0,4.501,-0.44,0.87,0.875,,296.8017,43.654259,13.601,14.05,13.552,13.409,13.322,12.424,12.08,12.076,,19.787178,43.6603,15.57,21.76,-0.003254,,4.737,6.121,7.74,4.479,6.08,7.552,0
0.0,0,0,1,0,0.941603153,132.976171,2454965.976,0.0,,0.93,1.1886,,462.1,0.025036,0.45712,2.29,0.0173,70.43,1608.0,1575.78,2.78,0.0,0.0,0.2043,0.4966,4.505921,33.417465,46.2,1,1428.0,1.0,0.7378,,,5237.0,4.481,-0.12,0.837,0.774,,293.06598,38.042011,14.834,15.534,14.774,14.534,14.403,13.41,12.879,12.849,0.0,19.5378133,38.040827,3.49,-4.26,-0.00095,0.00132,1.89,-2.658,3.26,2.112,-2.744,3.462,0
,0,0,0,0,24.40213373,149.47431,2454982.474,,,,12.57,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,294.06879,44.574772,13.424,13.793,13.369,13.265,13.226,12.368,12.068,12.015,,,,,,,,,,,,,,0
0.0,0,1,0,1,1.13357304,131.8204,2454964.82,0.0,,0.739,2.849,,33.1,0.005691,0.16474,0.59,0.0208,70.7,1836.0,2688.01,2.24,0.0,0.0,0.3029,0.3026,3.9704454,7.905102,12.0,1,1185.0,1.0,0.9956,,,6147.0,4.449,-0.46,0.954,0.932,,291.5705,42.73772,14.207,14.618,14.164,14.031,13.964,13.058,12.728,12.683,0.007,19.437924,42.73682,-4.4,-3.2,5.8e-05,4.6e-05,-0.41,-1.48,1.54,-0.46,-1.57,1.63,0
0.0,0,0,1,0,0.643468999,131.83868,2454964.839,0.0,,0.266,1.1108,,108.0,0.009608,3.77394,0.88,0.0132,86.5,2001.0,3772.66,4.355,0.0,0.0,0.2865,0.3556,3.3933082,15.997489,19.6,1,2080.0,1.0,0.9289,,,5670.0,4.452,-0.64,0.843,0.732,,293.31952,50.364262,14.658,15.185,14.616,14.431,14.295,13.358,12.97,12.894,0.0,19.554405,50.36772,-7.9,12.44,0.000653,-0.00103,-10.388,3.048,10.826,-10.223,3.198,10.711,0
0.0,0,1,1,0,112.645961,182.99824,2455015.998,0.0,,1.277,7.037,,1957.9,0.326725,0.12727,35.36,0.4721,88.34,377.0,4.76,44.0,0.0,0.0,0.2826,0.3729,15.591927,21.566843,23.3,1,9.0,1.0,0.0,,,5895.0,4.489,0.21,0.991,1.105,,292.55612,47.329079,15.701,16.243,15.631,15.468,15.42,14.437,14.065,13.967,0.0,19.504298,47.32843,20.37,-2.36,-0.0333,0.0037,5.37,-0.98,5.46,5.262,-0.905,5.339,0
1.0,0,0,1,0,0.526887517,131.86561,2454964.866,0.0,,0.292,0.8971,,119.9,0.01021,5.74259,0.58,0.0103,86.17,1238.0,550.37,4.38,0.0,0.0,0.2887,0.4242,3.6987565,14.1411295,20.6,1,2541.0,1.0,0.5574,,,3945.0,4.721,-0.34,0.519,0.515,,293.17096,40.99559,14.694,15.926,14.691,14.167,13.879,12.663,12.018,11.883,0.0,19.544793,40.99428,2.55,-4.73,-0.000307,0.00047,3.115,-2.989,4.318,2.734,-3.248,4.245,0
0.0,0,0,1,0,4.14244748,132.907,2454965.907,0.0,,0.386,2.203,,69.9,0.007838,2.64528,1.82,0.0523,88.35,1907.0,3128.33,13.39,0.0,0.0,0.3033,0.2789,5.3795924,17.476732,12.3,1,324.0,1.0,0.8893,,,6785.0,3.83,-0.96,2.124,1.113,,292.05014,38.261002,11.056,11.232,10.997,10.932,10.936,10.172,9.981,9.945,0.0,19.47007,38.25865,2.56,-8.46,-0.000313,0.000574,7.4,-16.9,18.5,2.8,-14.1,14.4,0
0.0,0,1,1,0,0.777663575,131.52537,2454964.525,0.0,,0.204,1.1741,,134.3,0.010684,4.01799,0.95,0.016,87.68,1816.0,2553.18,5.046,0.0,0.0,0.2787,0.3728,4.121149,19.104475,28.1,1,1718.0,1.0,1.0,,,5769.0,4.57,-0.32,0.812,0.9,,288.03152,46.827549,14.397,14.886,14.344,14.187,14.1,13.199,12.848,12.826,0.0,19.202213,46.82653,4.12,-3.66,-0.000398,0.000345,7.554,-4.134,8.612,7.442,-4.321,8.606,0
0.0,0,0,1,0,0.552834211,131.75468,2454964.755,0.0,,1.045,1.2887,,145.7,0.06255,0.11379,18.09,0.0141,31.45,3107.0,21895.36,1.225,0.0,0.0,0.2129,0.4858,4.687912,21.230011,30.0,1,2417.0,1.0,0.8797,,,5132.0,3.675,-0.08,2.648,1.211,,291.22318,37.781551,13.931,14.707,13.862,13.599,13.383,12.297,11.834,11.714,0.0,19.4149699,37.78257,3.87,3.67,-0.000444,-0.000596,7.151,1.63,7.334,7.185,1.155,7.278,0
0.0,0,1,0,0,0.758354475,132.623984,2454965.624,0.0,,0.279,4.56811,,581780.0,0.747799,0.48285,149.44,0.0186,83.46,3123.0,22401.95,2.4485,0.0,0.0,0.3342,0.2394,215.45648,3028.9863,1560.5,1,1029.0,1.0,-1.0,,,7131.0,4.084,-0.12,1.83,1.483,,298.89954,43.395641,16.975,17.368,16.931,16.807,16.705,15.718,15.349,15.238,,,,,,,,3.98,3.1,5.04,0.078,-0.037,0.087,0
0.998,0,0,0,0,76.5369531,164.15644,2454997.156,0.0,,0.327,5.574,,652.2,0.023329,3.3985,3.73,0.3528,89.82,503.0,15.15,101.7,0.0,0.0,0.2329,0.4554,5.140123,12.341184,17.7,3,16.0,2.0,0.844,,,5596.0,4.105,0.14,1.466,0.998,,291.60449,41.309361,15.28,15.738,15.256,15.084,15.01,14.173,13.804,13.783,0.516,19.44029,41.30932,-0.4,-0.13,-0.00045,0.00022,0.26,0.11,0.28,0.24,0.09,0.25,1
0.0,1,0,1,0,3.43525124,132.6333,2454965.633,0.0,,1.121,4.509,,152.2,0.133675,0.00541,25.43,0.0466,41.65,1579.0,1468.73,1.5,0.0,0.0,0.2638,0.4046,4.551526,10.047848,6.3,1,388.0,1.0,0.3999,,,5854.0,4.014,0.12,1.742,1.143,,290.38721,37.47818,14.603,15.059,14.56,14.408,14.304,13.415,13.094,12.993,0.0,19.359072,37.48318,-3.26,18.0,0.00039,-0.00257,-1.976,7.152,7.42,-2.36,7.11,7.492,0
0.0,0,1,1,1,0.962828092,132.20697,2454965.207,0.0,,1.101,4.411,,63.0,0.108677,0.02899,40.82,0.0228,11.58,3553.0,37544.87,1.124,0.0,0.0,0.3132,0.2907,3.6914847,17.475616,22.7,2,1399.0,1.0,0.4995,,,6552.0,3.594,-0.08,3.44,1.694,,297.72037,40.6502,13.306,13.675,13.285,13.147,13.129,12.338,12.131,12.038,0.0,19.848113,40.64939,3.65,-2.92,-0.000163,0.000132,0.9,-2.19,2.4,1.0,-2.2,2.4,0
0.0,0,1,1,0,1.878156188,136.2716,2454969.272,0.0,,0.959,2.058,,787.5,0.034268,0.12705,2.51,0.0258,70.49,1141.0,400.37,2.87,0.0,0.0,0.1908,0.5172,4.7161417,32.580112,38.4,1,696.0,1.0,0.4661,,,5075.0,4.598,-0.62,0.67,0.649,,300.31107,45.02494,15.75,16.502,15.733,15.428,15.268,14.254,13.834,13.744,0.0,20.020665,45.02563,-2.81,2.48,0.00255,-0.00176,-3.211,1.6,3.587,-3.146,1.609,3.533,0
0.0,0,1,1,0,7.81153999,136.33101,2454969.331,0.0,,1.271,5.984,,912.8,0.303875,0.0099,23.56,0.071,66.38,718.0,62.96,3.17,0.0,0.0,0.2175,0.4767,6.328467,30.70073,41.3,1,173.0,1.0,0.9834,,,5150.0,4.628,-0.28,0.71,0.792,,292.96844,37.488689,15.611,16.319,15.553,15.307,15.149,14.149,13.644,13.505,0.0,19.5313407,37.486959,4.74,-6.23,-0.00397,0.00281,4.72,-2.84,5.51,4.13,-3.82,5.62,0
0.349,0,1,0,0,0.993488979,131.607354,2454964.607,0.0,,0.83,1.9694,,24327.0,0.164217,0.68053,17.9,0.0179,75.37,1914.0,3172.24,3.287,0.0,0.0,0.2865,0.3556,77.66016,338.30112,145.8,1,1346.0,1.0,0.0,,,5811.0,4.328,-0.58,0.998,0.772,,292.91891,38.206692,14.701,15.255,14.693,14.464,14.372,13.466,13.08,13.017,0.0,19.5279414,38.2067,0.624,0.038,-0.00143,-0.00117,0.095,0.068,0.117,-0.002,0.037,0.037,0
0.0,0,1,0,0,1.334104585,132.3674913,2454965.367,0.0,,0.986,3.14624,,61691.0,0.379633,0.39085,44.9,0.0238,72.75,1880.0,2954.64,3.325,0.0,0.0,0.3058,0.3071,189.39723,2790.9045,1334.6,1,712.0,1.0,0.0,,,6319.0,4.373,-0.32,1.083,1.007,,294.59683,38.37014,15.387,15.843,15.352,15.191,15.072,14.189,13.864,13.875,0.0,19.639819234,38.36978915,1.2927,-1.263,0.0463,-0.037,-2.54,2.8,3.78,0.078,0.067,0.103,0
0.0,0,0,1,1,2.115498574,134.11259,2454967.113,0.0,,1.215,6.738,,444.2,0.23666,0.01019,25.84,0.0332,25.0,1432.0,995.26,1.341,0.0,0.0,0.2844,0.3661,4.5204453,34.208046,45.4,1,635.0,1.0,0.0915,,,5917.0,4.475,0.14,1.0,1.088,,287.18961,38.43166,15.147,15.669,15.087,14.923,14.845,13.976,13.617,13.623,0.0,19.145889,38.431678,-3.62,0.06,0.00121,-8e-05,-2.2,-0.39,2.24,-2.25,-0.35,2.27,0
0.0,1,0,0,1,3.40076682,131.8405,2454964.84,0.0,,0.256,4.7,,21.1,0.004232,0.25812,0.69,0.0462,87.29,1540.0,1328.5,5.4,0.0,0.0,0.305,0.3201,3.6497037,7.4602804,7.4,1,395.0,1.0,0.1125,,,6134.0,4.142,0.0,1.496,1.131,,291.24313,42.630169,12.06,12.452,12.002,11.892,11.876,10.993,10.755,10.692,0.516,19.416215,42.63039,0.3,0.8,-3e-06,-1.1e-05,-0.25,-0.25,0.36,-0.18,-0.09,0.2,0
0.0,0,1,1,0,6.49676881,132.17439,2454965.174,0.0,,0.643,2.527,,135.0,0.011218,1.61822,3.74,0.0788,87.6,1761.0,2273.36,15.34,0.0,0.0,0.3132,0.2907,4.444453,20.777372,10.6,1,212.0,1.0,0.2808,,,6418.0,3.658,-0.14,3.049,1.541,,291.54935,37.40358,12.396,12.742,12.351,12.247,12.215,11.403,11.225,11.173,0.0,19.4365159,37.40308,-4.64,-1.79,0.000595,0.000178,-3.11,-0.66,3.18,-3.19,-0.82,3.29,0
0.001,0,0,1,0,2.057499811,133.31318,2454966.313,0.0,,0.004,2.569,,325.6,0.01583,1.08729,1.27,0.0284,89.96,1037.0,273.84,6.243,0.0,0.0,0.0656,0.6854,4.28266,19.914774,23.6,2,653.0,1.0,0.0916,,,4620.0,4.564,0.12,0.736,0.723,,290.17502,52.220341,15.504,16.288,15.458,15.169,14.98,14.016,13.389,13.264,0.0,19.345057,52.22478,1.85,15.99,-0.00048,-0.00434,-0.06,7.528,7.529,0.199,7.765,7.768,0
0.0,0,0,1,0,10.5856758,136.9685,2454969.968,0.0,,0.474,4.911,,178.7,0.012533,0.542,1.49,0.0997,88.16,912.0,163.41,14.75,0.0,0.0,0.3024,0.3288,12.861085,16.79538,8.1,1,127.0,1.0,0.9079,,,6246.0,4.433,0.07,1.092,1.18,,296.64755,41.177021,13.748,14.157,13.698,13.573,13.551,12.719,12.448,12.425,0.0,,,109.4,16.36,-0.01505,-0.00224,9.166,1.798,9.341,9.245,1.869,9.432,0
0.0,0,1,1,1,2.69633621,132.99538,2454965.995,0.0,,1.141,5.238,,238.6,0.156523,0.00666,15.78,0.0376,33.49,1334.0,749.66,1.368,0.0,0.0,0.2965,0.3342,3.6346636,20.97176,26.5,2,501.0,1.0,0.0108,,,6106.0,4.496,-0.34,0.923,0.974,,283.75385,47.796951,15.319,15.754,15.282,15.132,15.091,14.194,13.833,13.745,0.0,18.917008,47.797,3.08,0.19,-0.00056,-3e-05,2.57,1.42,2.94,2.44,1.4,2.81,0
0.0,0,0,1,1,11.2580745,140.794,2454973.794,0.0,,0.955,23.516,,713.3,0.033455,0.0008,2.14,0.0836,56.93,497.0,14.44,1.75,0.0,0.0,0.101,0.6443,4.963708,25.655313,55.4,1,123.0,1.0,0.4859,,,4257.0,4.691,-0.2,0.586,0.623,,286.40198,39.338799,15.83,17.043,15.818,15.311,15.04,13.914,13.297,13.158,0.0,19.0933046,39.339504,-6.74,2.53,0.00397,-0.00184,-5.78,1.62,6.0,-6.17,1.06,6.26,0
0.0,1,0,0,1,0.566795586,131.83245,2454964.832,0.0,,0.686,4.124,,39.4,0.006105,0.08591,0.66,0.0137,52.79,2296.0,6597.1,1.134,0.0,0.0,0.2889,0.3511,4.046648,9.704991,19.6,1,2370.0,1.0,0.9486,,,6108.0,4.471,-0.08,0.997,1.072,,291.59357,42.719299,14.549,14.98,14.49,14.364,14.317,13.409,13.113,13.036,0.419,19.439602,42.71903,1.2,-1.0,-2.2e-05,1.6e-05,-2.09,-0.04,2.09,-2.2,-0.04,2.2,0
0.0,0,0,1,0,1.099291188,131.50242,2454964.502,0.0,,0.077,1.765,,282.6,0.014873,1.78677,1.37,0.0195,89.09,1414.0,947.02,4.851,0.0,0.0,0.1324,0.6039,3.8561552,16.525421,19.8,1,1215.0,1.0,0.9897,,,4878.0,4.5,0.44,0.843,0.82,,290.233,52.33601,15.496,16.367,15.385,15.123,14.954,13.887,13.348,13.168,0.0,19.349137,52.33819,8.96,7.86,-0.00192,-0.00125,6.774,11.07,12.98,6.837,11.43,13.32,0
0.0,0,0,1,0,0.47462889,131.54237,2454964.542,0.0,,0.377,1.0194,,331.3,0.016665,3.3693,1.43,0.0109,83.67,1840.0,2691.55,3.423,0.0,0.0,0.1496,0.5746,3.766993,16.55898,31.2,1,1093.0,1.0,1.0,,,4904.0,4.527,0.06,0.786,0.758,,284.36203,41.577549,15.692,16.545,15.638,15.327,15.189,14.131,13.563,13.439,0.0,18.957393,41.57907,-3.07,5.49,0.00082,-0.00143,-2.34,2.84,3.68,-2.35,2.89,3.73,0
1.0,0,0,0,0,103.4269873,220.22869,2455053.229,0.0,,0.013,5.03,,950.1,0.028295,7.44965,3.16,0.4438,90.0,416.0,7.08,161.5,0.0,0.0,0.302,0.319,6.490457,14.534495,17.8,1,11.0,1.0,0.6076,,,6208.0,4.454,-0.12,1.024,1.086,,291.92255,42.00256,15.549,15.988,15.494,15.361,15.285,14.405,14.085,14.097,0.012,19.46154,42.00239,1.48,-0.61,-0.00155,0.00032,-0.08,-0.09,0.12,-0.11,-0.17,0.2,1
0.0,0,1,0,0,0.299697755,132.017121,2454965.017,0.0,,0.964,0.8473,,346.9,0.0238,0.52564,2.03,0.0081,44.72,2246.0,6005.79,1.356,0.0,0.0,0.2043,0.4966,3.4609706,17.57243,53.6,1,2225.0,1.0,0.959,,,5180.0,4.547,-0.12,0.782,0.787,,296.96381,50.74538,14.828,15.514,14.754,14.534,14.37,13.38,12.899,12.807,,19.797631,50.74592,1.46,1.96,,-0.00021,0.17,-0.25,0.31,0.11,-0.06,0.13,0
