koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_model_dof,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed
1.0,0,0,0,0,3.97076603,134.63962,2454967.64,0.0,,0.775,1.814,,349.2,0.018881,1.6408,1.6,0.0443,86.0,958.0,198.43,11.1,0.0,0.0,0.2175,0.4767,3.8851566,19.846106,23.9,1,342.0,1.0,0.592,,,5178.0,4.521,-0.26,0.778,0.732,,295.30817,43.044411,15.443,16.173,15.4,15.131,14.947,13.975,13.485,13.314,0.117,19.687207,43.04455,-0.15,0.49,0.00017,-0.00012,-0.29,-0.05,0.3,-0.04,0.07,0.09,1
0.994,0,0,0,0,2.352273912,131.80267,2454964.803,0.0,,0.095,1.7389,,318.6,0.015785,3.92223,1.29,0.0325,89.48,1019.0,255.03,10.47,0.0,0.0,0.1017,0.6385,4.466755,17.161512,20.4,1,570.0,1.0,0.8846,,,4816.0,4.608,0.24,0.748,0.836,,286.71661,47.425629,15.848,16.744,15.77,15.464,15.301,14.229,13.638,13.518,0.607,19.114432,47.42574,-0.33,0.38,0.00017,-3e-05,0.29,-0.04,0.29,0.54,0.1,0.55,1
0.0,0,0,1,0,22.0425953,134.1281,2454967.128,0.0,,1.191,61.2018,,348.0,0.209167,9e-05,28.78,0.1515,25.78,760.0,78.85,1.322,0.0,0.0,0.2918,0.3434,5.626088,22.847235,90.4,1,64.0,1.0,0.3172,,,5974.0,4.216,-0.24,1.26,0.953,,296.25507,42.53022,12.999,13.698,12.953,12.699,,12.67,12.363,12.291,0.0,19.7503189,42.530324,-0.73,0.38,-0.00013,9e-05,0.22,-0.5,0.55,0.41,-0.34,0.53,0
1.0,0,0,0,0,23.34036251,136.20727,2454969.207,0.0,,0.25,2.054,,615.1,0.022658,22.15458,2.21,0.1467,89.83,601.0,30.94,86.1,0.0,0.0,0.2521,0.421,4.977631,15.966751,18.2,1,56.0,1.0,0.0716,,,5530.0,4.425,-0.34,0.892,0.773,,287.29251,39.383221,15.23,15.834,15.199,14.97,14.812,13.953,13.568,13.49,0.076,19.152854,39.38303,0.88,-0.69,-0.00054,0.00037,0.12,0.08,0.15,0.07,0.22,0.23,1
1.0,0,0,0,0,15.03366411,144.98055,2454977.981,0.0,,0.01,3.272,,374.9,0.017431,3.81266,1.7,0.1182,89.98,669.0,47.32,35.71,0.0,0.0,0.224,0.4695,4.2781105,17.912304,22.2,1,88.0,1.0,0.41,,,5523.0,4.526,0.16,0.891,0.972,,298.45013,44.284012,14.837,15.475,14.779,14.563,14.454,13.475,13.097,13.04,0.008,19.896702,44.28414,1.06,0.46,-0.00047,-0.00023,0.04,-0.04,0.05,-0.09,0.04,0.1,1
0.99,0,0,0,0,106.247882,135.7435,2454968.743,0.0,,0.586,13.78,,397.4,0.01889,0.19823,2.01,0.4301,89.32,377.0,4.75,49.1,0.0,0.0,0.2622,0.4035,7.641068,19.08947,24.0,1,12.0,1.0,0.1727,,,5679.0,4.435,0.0,0.972,0.938,,286.67145,49.406288,14.552,15.008,14.474,14.356,14.243,13.35,13.035,12.967,0.722,19.111427,49.40624,-0.08,-0.16,0.00015,6e-05,-0.06,-1.01,1.01,0.03,-1.05,1.05,1
1.0,0,0,0,0,8.508333104,134.785645,2454967.786,0.0,,0.004,3.4559,,646.5,0.023076,1.86439,2.6,0.0806,89.99,909.0,161.66,19.251,0.0,0.0,0.2622,0.4035,10.224901,76.45331,93.4,1,158.0,1.0,0.6178,,,5767.0,4.396,0.0,1.03,0.963,,295.95135,43.852051,14.176,14.673,14.11,13.964,13.902,12.995,12.693,12.588,0.01,19.7300927,43.852046,0.06,-0.02,-0.00017,5.7e-05,0.013,0.01,0.02,-0.1,-0.17,0.2,1
0.996,0,0,0,0,12.94123564,139.89901,2454972.899,0.0,,0.028,4.636,,328.8,0.016629,1.15071,1.7,0.1082,89.93,795.0,94.29,21.678,0.0,0.0,0.2965,0.3342,4.5686707,18.872335,22.1,1,101.0,1.0,0.291,,,6119.0,4.497,-0.26,0.938,1.01,,296.85342,50.03735,15.012,15.458,14.971,14.821,14.755,13.872,13.544,13.565,0.016,19.790283,50.03758,1.89,0.84,-0.00044,-0.0002,0.24,0.28,0.36,0.28,0.33,0.44,1
0.997,0,0,0,0,5.349791,133.8836,2454966.884,0.0,,0.867,4.279,,88.8,0.00997,0.08396,1.29,0.0635,80.06,1156.0,422.79,5.03,0.0,0.0,0.2799,0.381,4.319442,19.153894,23.3,1,249.0,1.0,0.1551,,,6074.0,4.368,0.3,1.183,1.197,,289.48581,50.94416,13.386,13.758,13.346,13.226,13.215,12.367,12.043,11.988,0.888,19.299051,50.94419,-0.13,0.11,1.6e-05,1.3e-05,-0.37,-0.36,0.52,-0.34,-0.34,0.48,1
0.994,0,0,0,0,5.26211833,136.37566,2454969.376,0.0,,0.71,3.244,,194.5,0.013665,0.49847,1.95,0.0585,85.48,1166.0,436.61,9.0,0.0,0.0,0.2329,0.4554,3.7129726,17.530895,20.3,2,254.0,1.0,0.999,,,5587.0,4.188,0.14,1.309,0.963,,299.13617,45.86993,14.623,15.212,14.601,14.371,14.267,13.403,12.953,12.89,0.018,19.94245,45.86975,1.44,-0.65,-0.00022,0.00014,-0.76,0.49,0.91,-0.59,0.41,0.72,1
0.998,0,0,0,0,12.1628195,137.52402,2454970.524,0.0,,0.971,2.3161,,306.3,0.02198,0.26763,3.14,0.1023,85.65,882.0,142.77,12.79,0.0,0.0,0.2329,0.4554,3.2365022,13.138888,15.2,2,97.0,2.0,0.6107,,,5587.0,4.188,0.14,1.309,0.963,,299.13617,45.86993,14.623,15.212,14.601,14.371,14.267,13.403,12.953,12.89,0.079,19.942382,45.87013,-1.12,0.72,0.00042,-0.00019,-0.1,0.29,0.31,-0.21,0.36,0.42,1
0.995,0,0,0,0,23.5541012,144.21486,2454977.215,0.0,,0.536,7.3,,95.2,0.009353,0.32025,2.33,0.2134,88.55,1381.0,859.63,21.1,0.0,0.0,0.2915,0.2099,9.340835,24.207443,29.9,1,43.0,1.0,0.6993,,,9565.0,4.088,0.07,2.286,2.335,,294.99176,40.144409,11.98,11.97,11.984,12.127,12.196,11.566,11.555,11.512,0.125,19.666131,40.14443,0.52,0.06,-6e-05,-1e-05,0.77,-0.56,0.95,0.67,-0.54,0.86,1
1.0,0,0,0,0,41.6977582,134.24608,2454967.246,0.0,,0.018,5.513,,684.8,0.02375,2.25165,2.26,0.233,89.98,488.0,13.45,59.15,0.0,0.0,0.2676,0.3928,6.0665307,22.457796,27.7,1,34.0,1.0,0.3475,,,5730.0,4.545,-0.06,0.87,0.968,,291.93365,44.115501,15.265,15.801,15.198,15.035,14.935,13.974,13.646,13.482,0.882,19.462239,44.11553,-0.2,0.11,0.00014,-5e-05,-0.04,-0.02,0.05,0.0,0.03,0.03,1
0.999,0,0,0,0,4.79029482,134.95277,2454967.953,0.0,,0.46,2.7219,,142.0,0.011014,1.47039,1.01,0.0546,87.83,938.0,183.02,12.13,0.0,0.0,0.2291,0.4603,3.4796474,19.510805,23.1,1,276.0,1.0,0.8682,,,5412.0,4.562,0.14,0.843,0.945,,292.08478,49.23748,14.102,14.64,14.046,13.872,13.81,12.867,12.512,12.463,0.243,19.472311,49.23734,-0.29,-0.52,3.3e-05,5.7e-05,0.26,0.34,0.43,0.22,0.25,0.34,1
0.991,0,0,0,0,38.6715843,157.61988,2454990.62,0.0,,0.773,5.532,,599.3,0.024605,0.58519,2.45,0.2079,88.77,502.0,15.03,35.9,0.0,0.0,0.2434,0.4341,6.286363,21.972872,25.2,1,34.0,1.0,0.4258,,,5432.0,4.42,-0.16,0.913,0.801,,299.96567,44.160889,14.94,15.615,14.891,14.651,14.487,13.505,13.076,13.04,0.457,19.997727,44.16095,0.61,0.22,-0.00028,-0.00017,-0.19,0.01,0.19,-0.16,0.05,0.16,1
1.0,0,0,0,0,8.32651854,135.58655,2454968.587,0.0,,0.782,5.483,,267.9,0.016452,0.11889,1.8,0.0812,84.08,938.0,182.69,7.58,0.0,0.0,0.2889,0.3511,4.563028,23.312294,27.2,1,164.0,1.0,0.1798,,,6057.0,4.45,-0.1,1.0,1.024,,297.01913,44.327518,15.06,15.563,15.018,14.844,14.764,13.864,13.54,13.456,0.335,19.801284,44.32757,0.33,0.17,-4e-05,-0.0001,-0.11,-0.08,0.14,-0.12,-0.18,0.22,1
1.0,0,0,0,0,5.53533152,132.76087,2454965.761,0.0,,0.051,2.793,,260.6,0.014566,2.23423,1.75,0.0601,89.81,1054.0,292.33,15.353,0.0,0.0,0.2291,0.4603,5.088051,22.891153,27.5,2,240.0,1.0,0.6685,,,5588.0,4.331,0.14,1.1,0.946,,289.388,50.59705,14.514,15.006,14.457,14.303,14.227,13.28,12.896,12.859,0.024,19.292515,50.59722,-0.62,0.61,0.00016,-0.00019,0.28,0.26,0.38,0.27,0.28,0.39,1
0.983,0,0,0,0,16.7261969,143.74673,2454976.747,0.0,,0.496,2.708,,194.9,0.01301,4.89667,1.56,0.1257,89.32,729.0,66.83,41.7,0.0,0.0,0.2291,0.4603,4.947707,9.14335,11.6,2,76.0,2.0,0.5836,,,5588.0,4.331,0.14,1.1,0.946,,289.388,50.59705,14.514,15.006,14.457,14.303,14.227,13.28,12.896,12.859,0.038,19.29257,50.59749,1.3,1.6,-0.00024,-0.00033,0.95,-0.47,1.06,0.96,-0.48,1.07,1
1.0,0,0,0,0,21.58752788,142.96728,2454975.967,0.0,,0.009,4.4968,,336.8,0.016798,2.10549,2.18,0.1516,89.99,747.0,73.42,37.29,0.0,0.0,0.2916,0.3447,5.5378304,22.406319,34.0,5,54.0,4.0,0.4539,,,6038.0,4.284,-0.16,1.191,0.995,,291.11188,39.949108,14.247,14.667,14.202,14.067,14.032,13.173,12.887,12.826,,19.4074643,39.94906,0.23,-0.17,,4e-05,0.25,-0.14,0.28,0.23,-0.26,0.35,1
0.995,0,0,0,0,3.757294695,133.95965,2454966.96,0.0,,0.586,0.9269,,273.3,0.015786,22.78308,1.23,0.0435,88.7,877.0,139.89,25.7,0.0,0.0,0.153,0.5684,3.980435,18.972502,23.4,1,359.0,1.0,0.501,,,4901.0,4.618,0.04,0.716,0.807,,290.26535,40.548649,14.099,14.842,14.035,13.781,13.684,12.662,12.156,12.16,0.891,19.351014,40.54851,-0.38,-0.51,-4e-05,0.0,0.23,0.07,0.24,-0.28,-0.37,0.46,1
1.0,0,0,0,0,3.2828024,131.89965,2454964.9,0.0,,0.159,3.2532,,142.5,0.010816,0.80721,1.79,0.0436,88.82,1467.0,1093.39,7.719,0.0,0.0,0.2638,0.4046,4.64141,17.39639,24.4,5,340.0,3.0,0.2859,,,5640.0,4.087,0.14,1.515,1.024,,294.13791,42.370499,14.686,15.167,14.65,14.48,14.389,13.503,13.181,13.136,0.017,19.609218,42.37068,0.91,0.64,-0.000127,-9.2e-05,0.02,-0.44,0.45,-0.1,-0.58,0.59,1
1.0,0,0,0,0,4.64495172,136.02095,2454969.021,0.0,,0.301,3.366,,147.4,0.011202,0.92945,1.38,0.055,88.31,1209.0,504.23,10.2,0.0,0.0,0.2889,0.3511,4.009866,16.698652,19.8,1,224.0,1.0,0.6673,,,6047.0,4.343,-0.08,1.129,1.021,,284.32852,40.568909,14.338,14.794,14.288,14.142,14.089,13.199,12.903,12.829,0.006,18.955214,40.56923,-0.84,1.14,0.00012,-0.00017,0.03,0.27,0.27,0.02,0.24,0.24,1
1.0,0,0,0,0,16.48686712,139.20338,2454972.203,0.0,,1.198,1.431,,987.9,0.23474,1.25674,27.45,0.1337,87.38,760.0,78.99,26.2,0.0,0.0,0.2826,0.3729,4.376047,17.792856,22.1,1,67.0,1.0,0.8949,,,6090.0,4.447,0.21,1.071,1.173,,296.56006,46.857479,15.315,15.801,15.26,15.106,15.057,14.172,13.856,13.842,0.0,19.770674,46.85787,0.11,1.4,-0.00024,-0.00136,0.34,0.07,0.35,0.25,0.15,0.29,1
0.992,0,0,0,0,2.685054445,132.60443,2454965.604,0.0,,0.762,1.0473,,252.7,0.016076,6.02532,1.46,0.0346,86.69,1137.0,395.08,13.19,0.0,0.0,0.2075,0.49,5.425399,23.684656,28.9,1,499.0,1.0,0.8265,,,5266.0,4.484,-0.18,0.829,0.765,,284.09763,47.810638,14.077,14.724,14.021,13.799,13.684,12.699,12.246,12.189,0.031,18.939812,47.81045,-1.11,-0.69,0.00016,8.3e-05,0.23,-0.23,0.32,-0.2,-0.59,0.62,1
0.982,0,0,0,0,16.8600805,139.84916,2454972.849,0.0,,0.682,5.557,,273.4,0.016086,0.35562,1.71,0.1246,87.77,765.0,80.9,17.48,0.0,0.0,0.3029,0.3026,4.583928,18.93551,22.4,1,82.0,1.0,0.7675,,,6205.0,4.419,-0.58,0.973,0.906,,295.88751,43.156059,14.989,15.435,14.969,14.798,14.717,13.887,13.548,13.521,0.706,19.725822,43.15606,-0.46,0.0,0.0001,-2e-05,0.42,0.15,0.44,0.32,0.08,0.33,1
1.0,0,0,0,0,1.54320541,131.5554,2454964.555,0.0,,0.217,2.5779,,91.2,0.008754,0.74646,1.23,0.0257,87.26,1827.0,2636.85,4.546,0.0,0.0,0.2736,0.3819,5.1628966,28.826073,35.2,1,866.0,1.0,0.2446,,,5866.0,4.2,-0.16,1.282,0.95,,289.35867,50.59848,13.38,13.763,13.336,13.215,13.178,12.331,11.988,11.97,0.011,19.290564,50.59873,-0.47,0.88,3.8e-05,-5.1e-05,0.08,-0.18,0.2,0.1,-0.12,0.16,1
0.993,0,0,0,0,49.5004725,139.04294,2454972.043,0.0,,0.162,5.772,,965.2,0.027578,2.26905,2.49,0.2441,89.86,402.0,6.2,66.49,0.0,0.0,0.1451,0.582,6.1370068,22.268452,27.8,3,28.0,2.0,0.6745,,,4954.0,4.5,0.18,0.828,0.791,,291.2431,44.00872,15.565,16.359,15.502,15.225,15.096,13.991,13.514,13.408,0.011,19.416197,44.00895,-0.39,0.84,9e-05,-0.00084,0.1,0.01,0.1,-0.21,-0.19,0.28,1
1.0,0,0,0,0,6.47539108,137.5825,2454970.583,0.0,,0.486,2.7048,,530.6,0.02122,2.0051,1.92,0.0629,88.31,793.0,93.41,16.44,0.0,0.0,0.1451,0.582,5.2170234,24.047394,28.1,3,207.0,1.0,0.0143,,,4954.0,4.5,0.18,0.828,0.791,,291.2431,44.00872,15.565,16.359,15.502,15.225,15.096,13.991,13.514,13.408,0.85,19.4162,44.00865,-0.29,-0.24,0.0,9e-05,-0.01,-0.08,0.08,-0.33,-0.32,0.46,1
0.999,0,0,0,0,16.85825609,142.34289,2454975.343,0.0,,0.763,2.0728,,759.6,0.027757,5.22402,2.51,0.1191,88.98,576.0,26.05,42.8,0.0,0.0,0.1451,0.582,4.8221455,17.46432,21.8,3,76.0,3.0,0.1846,,,4954.0,4.5,0.18,0.828,0.791,,291.2431,44.00872,15.565,16.359,15.502,15.225,15.096,13.991,13.514,13.408,0.228,19.416203,44.00854,-0.16,-0.66,-0.0001,0.00045,0.06,-0.23,0.24,-0.27,-0.45,0.52,1
0.0,0,1,0,0,3.132604547,136.010454,2454969.01,0.0,,1.251,3.6337,,9969.2,0.377855,0.12475,48.73,0.043,71.84,1444.0,1028.81,4.01,0.0,0.0,0.302,0.319,113.073105,1487.8179,222.3,1,430.0,1.0,0.9967,,,6248.0,4.328,-0.06,1.181,1.078,,289.26166,47.815521,13.499,13.878,13.443,13.336,13.297,12.423,12.217,12.146,0.004,19.28411402,47.8155372,0.1456,0.0619,-4e-05,-0.0001,0.011,0.006,0.012,0.041,0.09,0.099,0
1.0,0,0,0,0,2.949029106,133.13832,2454966.138,0.0,,0.044,2.0311,,358.3,0.016815,3.12463,1.48,0.0369,89.77,1027.0,263.92,11.283,0.0,0.0,0.1496,0.5746,4.5250044,25.901522,29.3,1,452.0,1.0,0.8492,,,4983.0,4.512,0.06,0.807,0.771,,290.91449,42.286579,15.333,16.139,15.271,14.987,14.836,13.79,13.256,13.17,0.192,19.394309,42.28651,0.37,-0.24,-0.00019,6e-05,0.16,0.11,0.19,0.05,0.12,0.13,1
1.0,0,0,0,0,37.8658964,134.36237,2454967.362,0.0,,0.18,4.782,,395.2,0.018061,2.93888,2.01,0.2221,89.83,543.0,20.61,60.62,0.0,0.0,0.2602,0.4096,5.9587154,22.91786,25.9,2,37.0,1.0,0.8261,,,5757.0,4.431,0.14,1.017,1.016,,291.77164,47.5299,14.5,14.973,14.464,14.298,14.219,13.322,12.921,12.784,0.604,19.451433,47.52985,-0.36,-0.19,0.00014,8e-05,0.12,0.0,0.12,0.04,0.12,0.12,1
1.0,0,0,0,0,8.30865307,138.10788,2454971.108,0.0,,0.333,3.2747,,836.1,0.026057,1.82711,2.42,0.0747,88.99,747.0,73.53,18.82,0.0,0.0,0.1451,0.582,7.1707487,56.046688,74.3,1,162.0,1.0,0.5603,,,5022.0,4.485,0.18,0.849,0.804,,291.6409,41.241039,14.817,15.453,14.764,14.544,14.414,13.441,13.023,12.909,0.002,19.4427149,41.241024,-0.45,-0.06,0.00031,0.00024,-0.034,0.093,0.099,0.053,0.344,0.348,1
1.0,0,0,0,0,11.93205399,142.10648,2454975.106,0.0,,0.123,6.205,,178.5,0.01206,0.42807,1.83,0.1079,89.52,905.0,158.22,14.769,0.0,0.0,0.2517,0.4369,6.9109793,23.378767,32.3,3,90.0,1.0,0.0656,,,5711.0,4.221,0.48,1.391,1.173,,283.19208,41.305389,13.353,13.917,13.284,13.112,13.058,12.111,11.755,11.697,,18.879488,41.30524,0.67,-0.54,,9e-05,0.13,0.06,0.14,0.07,0.17,0.18,1
1.0,0,0,0,0,7.54235832,132.96117,2454965.961,0.0,,0.318,4.73,,132.5,0.0105,0.53277,1.59,0.0794,88.44,1054.0,292.19,11.7,0.0,0.0,0.2517,0.4369,4.03615,19.102755,25.8,3,134.0,2.0,0.5941,,,5711.0,4.221,0.48,1.391,1.173,,283.19208,41.305389,13.353,13.917,13.284,13.112,13.058,12.111,11.755,11.697,,18.879461,41.30545,-0.44,0.23,,-3.5e-05,-0.27,-0.07,0.27,-0.34,0.04,0.34,1
0.995,0,0,0,0,5.02818253,134.10891,2454967.109,0.0,,0.3,3.526,,181.3,0.012294,0.87899,2.03,0.0579,88.37,1272.0,620.0,10.55,0.0,0.0,0.2638,0.4046,4.6452513,20.093796,26.1,5,236.0,2.0,0.8626,,,5640.0,4.087,0.14,1.515,1.024,,294.13791,42.370499,14.686,15.167,14.65,14.48,14.389,13.503,13.181,13.136,0.067,19.609192,42.37069,-0.13,0.67,1e-05,-0.000127,-0.22,-0.11,0.24,-0.34,-0.24,0.42,1
1.0,0,0,0,0,1.897828815,132.6785,2454965.678,0.0,,0.227,2.7114,,132.4,0.010464,0.7822,1.73,0.0302,87.55,1761.0,2278.95,5.301,0.0,0.0,0.2638,0.4046,4.763204,22.647596,27.2,5,707.0,1.0,0.6613,,,5640.0,4.087,0.14,1.515,1.024,,294.13791,42.370499,14.686,15.167,14.65,14.48,14.389,13.503,13.181,13.136,0.324,19.609193,42.37034,-0.07,-0.56,-2e-06,5.7e-05,0.16,-0.16,0.23,0.02,-0.33,0.33,1
0.995,0,0,0,0,10.62788695,137.81843,2454970.818,0.0,,0.473,4.576,,326.7,0.016923,0.68449,1.87,0.0961,88.31,872.0,136.34,15.99,0.0,0.0,0.2889,0.3511,3.9770782,19.41287,22.6,1,126.0,1.0,0.4537,,,6082.0,4.445,-0.08,1.014,1.041,,292.54752,41.64296,15.401,15.902,15.357,15.186,15.1,14.179,13.891,13.877,0.008,19.503167,41.64263,-0.09,-1.2,-3e-05,0.00037,0.11,0.2,0.23,0.03,0.1,0.1,1
1.0,0,0,0,0,1.104462494,132.32134,2454965.321,0.0,,0.151,1.0458,,469.1,0.019518,8.41524,1.6,0.0188,88.94,1397.0,898.79,8.156,0.0,0.0,0.1646,0.5508,4.6572266,31.016354,35.3,1,1211.0,1.0,1.0,,,5002.0,4.543,-0.18,0.753,0.723,,290.95355,45.719528,15.277,16.046,15.221,14.947,14.787,13.8,13.301,13.201,0.001,19.3969107,45.719625,0.25,0.34,-0.00039,5e-05,0.18,-0.4,0.44,-0.07,-0.19,0.2,1
1.0,0,0,0,0,4.89336495,133.6449,2454966.645,0.0,,0.218,3.485,,138.3,0.010904,0.94248,1.6,0.0621,88.82,1374.0,842.45,10.61,0.0,0.0,0.3272,0.2758,3.547746,17.813854,15.9,2,265.0,1.0,0.7987,,,6688.0,4.304,0.07,1.347,1.336,,289.74731,39.523453,13.827,14.098,13.766,13.71,,12.606,12.385,12.363,,19.3164928,39.523337,0.22,-0.41,,4.3e-05,-0.02,-0.17,0.17,-0.02,-0.28,0.28,1
0.999,0,0,0,0,11.17392077,134.70626,2454967.706,0.0,,0.025,3.307,,324.8,0.016441,2.73705,1.64,0.0981,89.94,796.0,94.84,26.239,0.0,0.0,0.2889,0.3511,5.3788724,18.547466,21.4,1,123.0,1.0,0.5867,,,5911.0,4.519,-0.1,0.914,1.006,,296.30795,43.82135,15.356,15.873,15.302,15.135,15.035,14.11,13.77,13.67,0.219,19.753867,43.82126,0.16,-0.32,-4e-05,0.0002,-0.08,0.37,0.38,-0.01,0.45,0.45,1
0.995,0,0,0,0,31.0325991,152.27157,2454985.272,0.0,,0.611,3.476,,737.4,0.02592,3.49293,2.64,0.1964,89.38,561.0,23.41,56.2,0.0,0.0,0.2602,0.4096,4.235796,14.200886,17.6,1,34.0,1.0,0.5043,,,5841.0,4.52,0.07,0.931,1.047,,296.71274,48.272308,15.728,16.262,15.648,15.499,15.467,14.485,14.107,14.149,0.006,19.780912,48.27207,2.26,-0.85,-0.0016,0.00059,-0.14,-0.24,0.27,-0.01,-0.15,0.15,1
0.0,0,1,0,0,0.512407185,132.240449,2454965.24,0.0,,0.301,1.0579,,329.2,0.016697,3.5035,1.03,0.0104,85.27,1255.0,583.45,3.65,0.0,0.0,0.2575,0.4768,3.7857153,17.206907,46.1,1,1305.0,1.0,0.7885,,,3862.0,4.69,0.08,0.563,0.566,,282.28439,42.15419,14.78,16.148,14.805,14.194,13.841,12.634,11.999,11.828,0.009,18.818965,42.15415,0.19,-0.14,-0.00024,4e-05,-0.19,-0.08,0.2,-0.24,0.09,0.25,0
1.0,0,1,0,0,4.150297119,134.9355,2454967.936,0.0,,0.971,1.2058,,593.4,0.032359,0.87263,3.03,0.0486,83.98,981.0,218.44,9.26,0.0,0.0,0.1914,0.5167,3.8778038,21.589361,24.2,1,316.0,1.0,0.5183,,,5290.0,4.519,0.14,0.858,0.887,,282.14923,43.37859,14.854,15.43,14.79,14.607,14.526,13.54,13.103,13.038,0.22,18.809958,43.37866,0.36,0.26,-0.00024,-0.00018,-0.19,0.05,0.19,-0.21,0.11,0.24,0
1.0,0,0,0,0,5.89661966,134.03046,2454967.03,0.0,,0.039,3.154,,144.0,0.01076,1.63771,1.28,0.0614,89.84,1000.0,237.1,14.439,0.0,0.0,0.224,0.4695,3.2251508,12.109904,15.3,2,209.0,2.0,0.7178,,,5392.0,4.314,0.18,1.087,0.888,,285.93069,39.098141,14.622,15.223,14.571,14.364,14.253,13.314,12.859,12.81,0.264,19.062057,39.09783,0.4,-1.1,-7e-05,0.00012,-0.4,-0.4,0.57,-0.34,-0.44,0.56,1
1.0,0,0,0,0,33.4178173,155.58781,2454988.588,0.0,,0.913,4.645,,1166.8,0.038586,0.34276,3.13,0.1899,88.08,448.0,9.56,27.2,0.0,0.0,0.2043,0.4966,6.289584,25.621601,28.4,1,37.0,1.0,0.0529,,,5136.0,4.607,-0.12,0.744,0.827,,283.16196,45.198311,15.824,16.544,15.78,15.516,15.405,14.386,13.932,13.815,0.96,18.877457,45.19837,-0.24,0.2,0.00014,2e-05,0.06,0.12,0.13,-0.09,0.31,0.32,1
0.999,0,0,0,0,2.053341891,134.51606,2454967.516,0.0,,0.966,2.596,,65.5,0.009704,0.03726,1.44,0.0324,61.5,1737.0,2154.14,2.03,0.0,0.0,0.291,0.3469,4.0746956,27.193575,23.2,1,649.0,1.0,0.0276,,,6084.0,4.204,-0.06,1.358,1.076,,290.10196,48.251141,12.217,12.524,12.176,12.086,12.063,11.178,10.904,10.836,0.266,19.3401392,48.25118,0.29,0.14,-1.6e-05,-8e-06,0.03,-0.15,0.15,0.07,-0.23,0.24,1
0.992,0,0,0,0,56.7769831,181.09789,2455014.098,0.0,,0.703,6.864,,884.3,0.029059,0.62867,3.21,0.3002,89.15,491.0,13.74,47.5,0.0,0.0,0.2844,0.3661,7.950649,25.147776,33.6,2,21.0,2.0,0.2093,,,6063.0,4.476,0.07,1.012,1.117,,287.47763,46.141178,15.273,15.695,15.207,15.092,15.041,14.2,13.914,13.891,0.0,19.165195,46.14132,0.7,0.52,-0.00079,-0.00099,0.23,-0.03,0.23,0.25,-0.06,0.25,1
1.0,0,0,0,0,18.78429232,137.88207,2454970.882,0.0,,0.658,3.1136,,1009.5,0.030522,2.62181,2.14,0.1198,88.97,433.0,8.3,36.6,0.0,0.0,0.0718,0.6834,6.344369,26.569523,23.8,2,73.0,1.0,0.014,,,4243.0,4.637,0.02,0.641,0.651,,295.25116,45.842972,15.561,16.737,15.542,15.057,14.813,13.691,13.067,12.941,0.666,19.683407,45.84291,-0.11,-0.21,0.00029,-4e-05,-0.09,-0.12,0.15,0.0,-0.19,0.19,1
0.749,0,0,0,0,3.61460279,134.69521,2454967.695,0.0,,0.516,3.227,,64.8,0.007519,0.59613,1.14,0.0487,86.02,1347.0,776.7,7.44,0.0,0.0,0.2517,0.4369,3.3787332,11.107825,14.9,3,246.0,3.0,0.328,,,5711.0,4.221,0.48,1.391,1.173,,283.19208,41.305389,13.353,13.917,13.284,13.112,13.058,12.111,11.755,11.697,,18.879496,41.30533,1.0,-0.2,,9e-06,0.95,0.57,1.1,0.88,0.69,1.12,1
0.989,0,0,0,0,13.15140223,144.16237,2454977.162,0.0,,0.872,5.439,,97.8,0.010455,0.09341,1.87,0.1187,84.73,1008.0,243.84,9.49,0.0,0.0,0.3052,0.3236,5.246926,21.455776,25.5,1,84.0,1.0,0.6279,,,6154.0,4.12,0.14,1.636,1.287,,297.78659,47.88612,12.071,12.404,12.019,11.928,11.913,11.076,10.865,10.795,0.036,19.852426,47.88625,-0.5,0.45,5.2e-05,-4.2e-05,-0.93,-0.24,0.96,-1.0,-0.12,1.0,1
0.999,0,0,0,0,18.5084526,131.54555,2454964.546,0.0,,1.258,6.596,,758.9,0.286358,0.0112,29.33,0.1383,77.63,683.0,51.32,5.88,0.0,0.0,0.2889,0.3511,6.129146,22.479414,30.1,2,74.0,1.0,0.804,,,5942.0,4.506,-0.06,0.938,1.028,,289.84286,38.309601,15.253,15.752,15.184,15.039,14.95,14.015,13.725,13.611,0.058,19.322859,38.30944,0.04,-0.59,3e-05,0.00044,0.13,-0.43,0.45,0.25,-0.15,0.29,1
