koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed
0.0,0,1,1,1,0.520222869,178.14846,0.562,1.2216,269.5,1.62127,1.52,78.64,2145.0,5038.49,2.852,0.2676,3.6876688,11.872462,28.9,1,2497.0,1.0,0.9903,5776.0,4.527,-0.08,0.889,0.97,297.04651,49.97039,15.632,0.0,-8.11,-4.2,0.0013,0.00069,-6.822,-1.225,6.931,-6.86,-1.316,6.985,0
0.997,0,0,0,0,5.83376197,138.74892,0.742,3.9988,532.9,0.273,2.98,84.6,1143.0,403.49,7.89,0.3016,5.3781757,30.119083,36.6,2,234.0,1.0,0.5493,6213.0,4.387,0.36,1.195,1.27,285.0571,46.320679,15.776,0.0,0.63,-1.09,-0.00031,0.00052,0.35,-0.15,0.38,0.4,-0.32,0.52,1
0.999,0,0,0,0,2.42150341,133.83517,0.55,2.965,171.5,0.49521,1.62,84.11,1532.0,1305.04,5.35,0.3016,3.1100724,13.30873,15.8,2,511.0,2.0,0.7075,6213.0,4.387,0.36,1.195,1.27,285.0571,46.320679,15.776,0.043,-2.1,0.2,0.00034,-5e-05,-0.12,0.21,0.24,-0.02,0.02,0.03,1
1.0,0,0,0,0,14.16400071,140.58934,0.027,4.3031,728.1,1.61099,2.35,89.94,694.0,54.95,25.755,0.2434,9.7634325,58.517822,71.5,3,90.0,1.0,0.0023,5440.0,4.438,-0.24,0.885,0.782,297.72427,43.527431,14.48,0.004,0.04,-0.77,-0.0001,0.00025,0.0,-0.04,0.04,0.0,-0.46,0.46,1
0.464,0,0,0,0,6.20920207,136.87938,0.272,2.637,101.9,2.62579,0.89,89.11,914.0,164.98,17.49,0.2434,8.336403,10.959013,12.1,3,208.0,2.0,0.2101,5440.0,4.438,-0.24,0.885,0.782,297.72427,43.527431,14.48,0.0,0.2,-4.5,-3e-05,0.00041,-1.5,-1.4,2.0,-1.47,-1.7,2.2,1
1.0,0,0,0,0,5.48711441,356.0773,0.812,2.93,1328.6,0.50287,3.24,84.98,836.0,115.29,9.28,0.153,5.5825257,40.321964,51.9,4,207.0,1.0,0.0408,5103.0,4.562,0.04,0.787,0.823,299.22433,40.343182,15.812,0.04,0.53,-0.6,0.00067,0.00019,-0.04,0.06,0.07,-0.15,0.11,0.18,1
0.999,0,0,0,0,8.29084167,359.63666,0.929,3.613,1033.9,0.14861,3.21,83.45,728.0,66.47,8.14,0.153,5.0337462,27.025053,34.7,4,132.0,2.0,0.3684,5103.0,4.562,0.04,0.787,0.823,299.22433,40.343182,15.812,0.535,0.7,-0.4,0.00035,-6e-05,-0.01,0.24,0.24,-0.154,0.27,0.31,1
1.0,0,0,0,0,3.20539622,354.63069,0.512,2.143,453.6,1.90059,1.7,87.1,1000.0,236.11,10.11,0.153,4.5903673,15.503878,20.6,4,326.0,3.0,0.3799,5103.0,4.562,0.04,0.787,0.823,299.22433,40.343182,15.812,0.415,0.35,-0.63,0.00031,7e-05,-0.31,0.15,0.35,-0.41,0.09,0.42,1
1.0,0,0,0,0,16.73869035,359.41655,0.578,2.398,996.8,6.3351,2.56,89.27,576.0,26.06,45.4,0.153,4.407519,13.798911,20.4,4,60.0,4.0,0.9696,5103.0,4.562,0.04,0.787,0.823,299.22433,40.343182,15.812,0.682,0.74,-0.73,0.00029,0.00027,-0.13,-0.32,0.35,-0.23,-0.36,0.43,1
0.003,0,1,0,0,5.093938816,139.7178386,0.618,3.93144,25027.0,0.65772,17.19,86.33,1137.0,395.38,9.663,0.302,180.00021,1803.5532,1131.7,1,259.0,1.0,0.5186,6197.0,4.449,-0.08,1.035,1.096,288.25284,51.417332,14.575,,0.2936,0.484,,0.0028,-0.088,-0.135,0.161,-0.103,-0.123,0.161,0
0.999,0,0,0,0,13.93291548,139.41058,0.908,2.6239,131.6,0.5853,1.66,87.14,852.0,124.53,18.18,0.2844,5.6667614,20.91329,28.9,2,47.0,1.0,0.786,6026.0,4.321,0.1,1.207,1.113,289.50635,45.370998,11.538,0.207,0.08,-0.41,8e-06,5.8e-05,-0.42,0.22,0.48,-0.34,0.18,0.38,1
0.912,0,0,0,0,2.36436762,132.25007,0.146,3.372,28.4,0.52043,0.82,88.44,1752.0,2228.09,5.358,0.307,4.8008075,18.173906,12.4,1,571.0,1.0,0.4248,6250.0,4.184,0.32,1.543,1.326,296.04736,42.743011,11.6,0.022,-0.32,0.5,2e-06,-1.8e-05,-0.16,-0.27,0.32,-0.29,-0.41,0.5,1
1.0,0,0,0,0,20.31047472,146.82534,0.05,5.3357,164.6,1.16428,2.41,89.9,931.0,177.81,29.39,0.2904,7.240426,32.23092,46.1,1,67.0,1.0,0.3425,6065.0,3.97,0.0,1.877,1.197,298.5892,40.75069,11.855,0.333,0.53,-0.15,-6.4e-05,9e-06,-0.3,0.4,0.5,-0.25,0.43,0.5,1
1.0,0,0,0,0,2.53475568,132.68024,0.878,4.5716,463.0,0.04134,2.02,68.67,1218.0,519.95,2.41,0.2865,4.7098107,38.49001,51.3,1,450.0,1.0,0.1348,5662.0,4.532,-0.44,0.806,0.808,298.11121,41.758331,15.341,0.0,-0.1,-0.18,0.00021,-0.00025,-0.1,0.149,0.18,-0.11,0.042,0.12,1
1.0,0,0,0,0,43.3167427,136.57435,0.034,4.995,987.5,3.18525,2.42,89.97,459.0,10.47,68.11,0.2787,6.038631,21.455402,27.1,1,32.0,1.0,0.6821,5654.0,4.59,-0.38,0.774,0.865,293.60126,42.379761,15.737,0.013,0.0,0.93,5e-05,-0.00074,-0.01,-0.24,0.24,0.12,-0.14,0.18,1
0.0,0,1,0,0,37.590298548,157.350357,0.38,4.3855,19939.0,4.55224,14.39,89.69,573.0,25.53,69.8,0.302,202.44992,875.46204,929.0,1,36.0,1.0,0.1142,6147.0,4.463,-0.12,1.003,1.064,292.87616,48.195309,14.904,0.0,-0.036,0.084,0.0011,0.0008,-0.107,0.135,0.172,-0.051,0.153,0.161,0
1.0,0,0,0,0,31.0033072,143.29085,0.151,5.253,645.2,1.87035,2.72,89.81,616.0,34.03,45.63,0.2826,5.570834,17.33398,22.1,1,41.0,1.0,0.8926,6090.0,4.447,0.21,1.071,1.173,291.26974,42.096039,15.898,0.033,-1.04,-0.61,0.00066,0.00044,-0.49,-0.15,0.52,-0.47,-0.07,0.48,1
0.0,0,0,1,1,3.351556891,134.28439,0.129,2.4005,341.9,2.10423,1.64,89.31,1074.0,314.73,10.771,0.186,5.6793165,33.38515,38.8,1,400.0,1.0,0.878,5185.0,4.442,0.18,0.911,0.837,295.52521,46.459431,14.815,0.0,24.05,-73.1,-0.0082,0.02466,2.367,-8.186,8.521,2.25,-8.382,8.679,0
1.0,0,0,0,0,2.617028373,134.03294,0.146,2.046,499.4,2.66491,1.57,89.15,996.0,233.23,9.88,0.1142,4.746314,23.59866,30.8,1,514.0,1.0,0.3487,4831.0,4.568,-0.14,0.724,0.706,290.12231,43.08556,15.835,0.02,-0.47,0.17,6e-05,-0.00034,-0.16,0.13,0.21,-0.36,-0.31,0.48,1
0.0,0,0,1,0,1.876406096,133.12761,0.302,1.531,433.8,4.09292,1.57,88.11,1192.0,476.68,9.13,0.2043,4.906174,31.572254,37.0,1,714.0,1.0,0.104,5198.0,4.6,-0.1,0.759,0.843,291.23114,50.56702,15.202,0.0,3.16,0.98,-0.00088,-0.00057,1.83,0.62,1.93,1.98,0.7,2.1,0
0.0,0,0,1,1,6.71425632,134.31646,0.965,3.339,283.5,0.05846,5.76,79.27,1565.0,1416.6,5.18,0.2931,8.794458,41.449924,46.5,1,201.0,1.0,0.1199,6093.0,3.737,-0.12,2.623,1.372,299.07813,44.293789,13.488,0.0,14.12,9.45,-0.003715,-0.00253,6.35,4.629,7.86,6.32,4.513,7.77,0
1.0,0,0,0,0,150.2412582,138.29013,0.345,10.849,2378.5,0.95103,4.6,89.81,327.0,2.72,104.3,0.2327,27.327625,69.35844,72.3,1,10.0,1.0,0.149,5604.0,4.451,0.0,0.943,0.916,287.28531,51.249981,14.827,0.7,-0.45,0.87,2e-05,-0.00021,0.03,-0.08,0.08,-0.1,-0.16,0.19,1
0.989,0,0,0,0,53.44944498,149.20185,0.092,5.3091,3437.0,3.47971,5.82,89.93,486.0,13.23,80.697,0.2826,30.049507,110.02427,119.5,1,24.0,1.0,0.1809,5919.0,4.485,0.21,1.0,1.114,291.0838,40.355251,15.287,0.0,0.1,-0.19,0.00151,0.00046,-0.123,0.001,0.123,-0.037,-0.022,0.043,1
0.0,0,1,1,1,0.466743525,133.971123,1.186,1.3956,796.1,0.23581,20.43,31.79,2197.0,5480.92,1.395,0.2711,3.8772557,8.796906,103.6,1,1428.0,1.0,0.9941,5791.0,4.549,-0.18,0.856,0.946,296.33319,40.896259,15.33,0.0,-33.5,2.83,0.01056,-0.00095,-5.619,0.082,5.619,-6.425,-0.152,6.427,0
0.001,0,0,1,0,1.727177258,355.37033,0.676,2.081,347.4,0.742,1.42,82.05,1250.0,576.55,4.89,0.2665,6.051578,13.080097,17.1,1,657.0,1.0,0.9096,5394.0,4.622,-0.4,0.72,0.805,299.14142,40.725899,15.935,0.0,-9.43,-12.48,0.00299,0.00352,,,,,,,0
1.0,0,0,0,0,7.24022418,355.01243,0.507,2.9153,864.9,1.76296,2.14,88.29,716.0,62.1,16.97,0.1611,6.5812044,38.200813,48.2,4,158.0,1.0,0.9175,4955.0,4.61,-0.1,0.721,0.774,288.53867,40.61615,15.565,0.014,0.27,-0.12,0.0,0.00043,0.11,-0.06,0.13,0.17,-0.26,0.31,1
1.0,0,0,0,0,4.64622383,354.58863,0.88,2.5137,446.5,0.35757,1.82,83.18,830.0,112.18,7.42,0.1611,5.4548845,21.927835,28.2,4,228.0,3.0,0.457,4955.0,4.61,-0.1,0.721,0.774,288.53867,40.61615,15.565,0.045,0.22,-0.39,2e-05,0.00031,0.08,0.04,0.08,0.15,-0.11,0.19,1
1.0,0,0,0,0,10.29674097,132.19453,0.298,2.7292,1011.8,4.08768,5.75,89.4,1129.0,384.86,28.4,0.2865,4.825361,25.841604,31.3,3,111.0,1.0,0.7546,6068.0,4.04,0.16,1.797,1.294,297.58313,41.952431,15.767,0.0,-0.23,0.05,0.00153,0.00013,-1.19,-0.06,1.19,-0.31,-0.31,0.44,1
0.997,0,0,0,0,5.93919041,353.75537,0.107,2.285,424.5,4.37512,3.7,89.7,1357.0,801.92,20.13,0.2865,4.4229336,12.756395,15.9,3,184.0,2.0,0.6817,6068.0,4.04,0.16,1.797,1.294,297.58313,41.952431,15.767,0.757,0.93,0.14,0.00014,2e-05,-0.91,-0.01,0.91,0.0,-0.26,0.26,1
1.0,0,0,0,0,19.74733983,147.10553,0.595,3.4444,480.7,2.33083,2.62,89.06,754.0,76.57,36.4,0.3022,9.182446,41.21705,47.1,3,66.0,1.0,0.407,6243.0,4.406,0.21,1.149,1.226,298.39575,42.459751,12.949,0.001,-0.44,0.23,0.0003,-4.4e-05,0.01,-0.07,0.07,0.06,0.14,0.15,1
0.982,0,0,0,0,30.360445359,148.091546,0.359,6.0134,21125.0,1.45568,10.99,89.5,459.0,10.47,41.39,0.1611,229.49213,1091.1238,1126.2,1,35.0,1.0,0.0757,4939.0,4.541,-0.06,0.765,0.74,284.87997,49.266991,14.388,0.004,-0.165,0.352,0.0005,-0.0004,0.001,0.014,0.014,0.071,0.237,0.248,1
0.995,0,0,0,0,4.4096675,132.45003,0.814,2.1418,132.7,0.83043,1.51,85.07,1192.0,476.94,9.49,0.2514,4.1861,23.284727,26.4,1,306.0,1.0,0.547,5836.0,4.347,0.3,1.166,1.1,290.41199,44.89933,13.574,0.967,0.3,0.08,-1.3e-05,-4e-06,0.01,-0.04,0.04,0.14,-0.05,0.15,1
0.999,0,0,0,0,4.16787814,135.28334,0.168,2.2136,168.1,3.22623,1.07,89.33,962.0,202.48,14.36,0.186,4.2387223,27.731834,32.9,1,325.0,1.0,0.403,5251.0,4.541,0.22,0.847,0.91,291.74838,39.44688,13.293,0.005,-0.51,-0.71,9.2e-05,6.8e-05,0.24,-0.4,0.46,0.34,-0.61,0.7,1
0.998,0,0,0,0,11.79161234,134.54064,0.034,3.036,415.4,3.7482,2.41,89.94,857.0,127.75,30.2,0.2291,3.8887682,16.84438,20.7,1,114.0,1.0,0.3474,5619.0,4.264,0.14,1.199,0.962,300.9296,44.02879,14.941,0.006,2.2,0.25,-0.00042,-0.00033,-0.24,-0.17,0.29,-0.27,-0.43,0.51,1
1.0,0,1,0,0,20.55848388,133.00401,1.334,1.449,677.3,1.1098,36.9,87.38,624.0,35.76,29.2,0.224,5.4672875,17.007568,20.8,2,67.0,1.0,0.3684,5578.0,4.484,0.16,0.936,0.974,291.41833,42.579819,14.792,0.149,0.56,0.38,-0.0004,-0.00031,-0.08,0.26,0.27,-0.07,0.23,0.24,0
1.0,0,0,0,0,26.964501,145.34426,0.006,3.792,601.7,4.45566,2.2,89.99,573.0,25.56,55.53,0.2602,4.885776,16.678694,20.1,1,54.0,1.0,0.315,5754.0,4.534,0.07,0.905,1.021,294.36673,42.252682,15.789,0.179,0.1,-0.67,0.0,0.00043,-0.18,0.03,0.18,-0.12,0.03,0.13,1
0.999,0,0,0,0,7.76845639,138.06602,0.353,3.689,217.8,1.12282,1.35,88.68,841.0,118.09,15.3,0.224,4.3469543,20.465412,23.6,2,173.0,1.0,0.6776,5447.0,4.481,0.16,0.917,0.928,293.30023,41.523338,14.8,0.004,0.92,-0.2,-0.00013,-0.00019,-0.03,-0.01,0.04,0.11,-0.11,0.16,1
0.0,0,1,1,1,2.178154348,134.203059,1.21,3.4874,428.6,0.01704,22.22,41.78,1392.0,886.88,1.623,0.2979,4.7959886,41.979595,93.0,1,616.0,1.0,0.9483,5947.0,4.482,-0.5,0.881,0.86,288.01486,46.348949,14.07,0.0,0.48,-1.83,-8.6e-05,0.00035,-2.7,-2.32,3.56,-2.74,-2.42,3.65,0
1.0,0,0,0,0,5.03257009,137.32638,0.97,4.213,439.1,0.02428,2.53,72.3,1047.0,283.49,3.19,0.2916,4.141011,23.779182,26.3,1,264.0,1.0,0.7739,5970.0,4.521,-0.18,0.908,0.996,282.36349,46.67524,15.695,0.0,0.49,-1.85,-0.00025,0.00084,0.01,-0.18,0.18,0.02,-0.12,0.12,1
1.0,0,0,0,0,40.4286676,139.50631,0.872,7.102,916.1,0.16081,2.92,87.92,494.0,14.08,24.0,0.2787,7.8772316,31.592804,40.9,1,35.0,1.0,0.0583,5813.0,4.561,-0.28,0.833,0.925,289.42459,50.994122,14.982,0.731,-0.89,0.66,0.00023,2e-05,0.18,0.11,0.22,0.11,0.06,0.13,1
1.0,0,0,0,0,21.3588236,135.07022,0.092,5.823,640.1,0.96612,2.52,89.81,691.0,53.89,28.56,0.3032,7.2193017,26.81022,33.2,1,64.0,1.0,0.3846,6170.0,4.472,-0.16,0.992,1.063,295.40253,50.47863,15.259,0.403,-0.1,0.0,0.00022,0.00016,-0.14,0.03,0.14,-0.06,-0.02,0.07,1
1.0,0,0,0,0,22.0459163,136.47548,0.837,5.22,804.8,0.2832,3.05,87.53,640.0,39.69,19.38,0.2844,5.717545,26.71752,29.7,1,61.0,1.0,0.9821,5900.0,4.509,0.07,0.951,1.065,294.52713,43.36816,15.689,0.003,0.28,0.85,-0.00044,-0.00076,0.04,0.13,0.13,-0.12,0.07,0.14,1
0.001,0,1,0,0,49.6456235,153.0806,1.236,23.568,857.5,0.00074,43.41,74.36,648.0,41.57,4.59,0.3023,25.9852,99.38497,176.5,1,27.0,1.0,0.9393,6273.0,4.129,-0.2,1.493,1.095,295.26349,46.148022,12.385,0.636,-0.009,0.048,0.0,0.0,0.31,0.15,0.34,0.32,0.16,0.36,0
1.0,0,0,0,0,17.32670445,360.5083,0.756,4.269,800.0,0.63867,2.23,88.0,535.0,19.38,21.64,0.1611,7.0385246,27.02667,34.8,4,67.0,2.0,0.4263,4955.0,4.61,-0.1,0.721,0.774,288.53867,40.61615,15.565,0.0,-0.48,-0.64,0.0006,0.00082,-0.08,0.11,0.13,0.0,-0.05,0.05,1
0.999,0,0,0,0,44.8411168,359.87359,0.864,5.902,1051.6,0.34096,2.75,88.5,390.0,5.45,33.1,0.1611,6.9174876,22.303108,28.9,4,20.0,4.0,0.4592,4955.0,4.61,-0.1,0.721,0.774,288.53867,40.61615,15.565,0.004,-0.34,-0.37,0.00063,0.0008,-0.07,-0.08,0.11,-0.01,-0.23,0.23,1
0.0,0,0,1,0,1.008917105,354.85926,0.545,1.4577,338.5,1.81285,1.51,83.2,1636.0,1698.88,4.6,0.2787,4.610032,26.506721,34.2,1,1122.0,1.0,0.9971,5708.0,4.578,-0.34,0.795,0.883,297.50385,40.342972,15.36,0.0,-2.19,3.24,0.00065,-0.00106,-2.308,2.83,3.65,-2.224,2.67,3.47,0
1.0,0,0,0,0,13.75207851,143.03241,0.836,2.8831,1215.6,1.11872,2.81,87.86,556.0,22.57,22.4,0.1142,6.7218804,31.185875,36.8,1,98.0,1.0,0.567,4802.0,4.616,-0.1,0.699,0.738,283.12964,43.888241,15.587,0.799,-0.03,-0.4,0.00012,0.00015,0.02,-0.1,0.1,-0.03,-0.39,0.4,1
1.0,0,0,0,0,6.33855946,354.85104,0.907,3.4617,721.7,0.15324,3.31,82.42,1034.0,270.47,6.88,0.2844,6.5390487,47.97676,57.4,1,174.0,1.0,0.6382,6108.0,4.466,0.07,1.03,1.132,284.96304,43.91301,15.182,0.0,-0.28,0.14,0.00064,2e-05,-0.14,0.06,0.15,-0.03,0.215,0.22,1
1.0,0,0,0,0,4.59489816,133.83995,0.953,3.1381,109.7,0.05482,1.85,76.0,1319.0,716.65,3.94,0.2891,4.2430696,23.504114,27.7,1,291.0,1.0,0.2352,6056.0,4.217,0.1,1.381,1.148,290.59207,45.737141,13.298,0.042,0.92,0.01,-9.9e-05,1.5e-05,0.01,0.03,0.03,0.05,0.27,0.27,1
0.977,0,0,0,0,32.2964275,138.52615,0.207,4.561,472.2,2.85696,1.9,89.78,503.0,15.14,54.01,0.1914,4.842732,13.979327,17.9,1,43.0,1.0,0.7165,5246.0,4.47,0.14,0.891,0.854,290.98331,45.973301,15.2,0.179,1.12,0.83,-0.00039,-0.00027,0.15,-0.25,0.29,0.31,-0.13,0.33,1
1.0,0,0,0,0,2.97041801,133.39136,0.379,2.2369,530.7,1.92074,1.7,87.75,991.0,228.11,9.64,0.153,3.9476871,19.680035,22.4,1,362.0,1.0,0.988,5068.0,4.608,-0.02,0.743,0.833,299.05127,47.94928,15.759,0.283,0.08,-0.41,5e-05,0.00026,-0.13,0.14,0.19,-0.16,0.19,0.25,1
0.0,0,1,0,0,6.814984472,134.212391,0.793,3.05409,23915.0,1.2244,14.18,86.85,836.0,115.58,14.432,0.2396,97.8356,843.1109,742.2,1,179.0,1.0,0.0338,5465.0,4.566,-0.06,0.817,0.897,296.66086,43.816441,15.981,0.0,-0.051,0.016,-0.0033,0.0,0.057,0.005,0.057,-0.076,-0.093,0.12,0
0.0,0,1,1,1,63.9354965,162.84657,1.2,13.321,1250.6,0.00934,2637.6,84.55,2590.0,10631.01,12.64,-0.0598,70.88845,92.80495,57.6,1,22.0,1.0,0.8841,3626.0,0.684,-0.02,97.41,1.673,299.60202,43.695995,10.88,0.0,-20.87,-18.51,0.0223,0.01993,-9.59,-5.48,11.045,-9.54,-5.624,11.074,0
0.988,0,0,0,0,7.891448838,177.2499624,0.306,4.2854,10345.0,0.98147,12.63,88.81,1028.0,263.54,14.784,0.2826,204.69714,1973.1324,1955.1,1,169.0,1.0,0.4421,5972.0,4.313,0.24,1.237,1.148,282.62967,46.32336,13.435,0.0,-0.1774,-0.0928,0.00175,0.00096,-0.02,-0.011,0.023,-0.075,-0.143,0.161,1
1.0,0,0,0,0,2.578852119,133.2237,0.625,2.3581,334.3,0.87558,1.63,84.69,1230.0,540.56,6.75,0.2676,4.332655,32.87804,36.7,1,524.0,1.0,0.8362,5743.0,4.553,-0.14,0.853,0.949,295.41745,43.60564,15.106,0.893,-0.08,-0.09,4e-05,2e-05,-0.028,0.26,0.26,0.021,0.25,0.25,1
0.0,0,1,1,0,9.04189129,137.86611,0.967,2.789,783.4,0.18309,3.24,84.0,729.0,66.83,9.25,0.186,6.5174136,30.428164,34.5,1,119.0,1.0,0.7842,5237.0,4.572,0.24,0.826,0.927,286.88751,50.377071,14.88,0.0,0.99,1.1,-0.00098,-0.0008,1.35,1.04,1.7,1.25,1.08,1.65,0
1.0,0,0,0,0,30.22910274,134.52081,0.77,6.6751,443.4,0.25832,3.49,88.1,755.0,76.88,23.19,0.3061,12.292663,53.19904,71.7,1,46.0,1.0,0.5182,6325.0,4.188,0.16,1.518,1.296,291.64676,41.884659,13.432,0.267,0.33,0.23,-0.000102,-2e-05,-0.14,0.09,0.16,-0.07,0.23,0.24,1
0.0,0,1,1,1,0.798200403,133.962079,1.193,1.8261,396.8,0.08297,24.03,32.1,2128.0,4875.01,1.409,0.3032,3.976135,12.28706,65.9,1,1336.0,1.0,0.9831,6258.0,4.449,-0.16,1.031,1.087,296.98853,46.596882,14.613,,,,,,5.178,7.219,8.884,5.05,7.172,8.771,0
0.876,0,1,0,0,3.479425638,136.797172,0.612,3.4479,19550.0,0.63546,12.86,85.26,1166.0,435.85,7.41,0.2965,138.5319,1656.2042,123.3,1,306.0,1.0,0.7336,5907.0,4.519,-0.3,0.878,0.929,295.6713,40.59906,14.041,0.0,0.1122,0.2489,-0.00078,0.0001,0.028,-0.002,0.028,0.098,0.269,0.287,0
0.001,0,0,1,0,2.92878704,356.28699,1.212,4.634,549.4,0.01067,22.76,44.23,1239.0,556.77,1.691,0.2916,6.0734687,32.33942,47.7,1,387.0,1.0,0.8512,5955.0,4.534,-0.24,0.883,0.972,297.82944,40.706779,15.148,0.0,33.38,-1.32,-0.01319,0.00032,5.855,-0.731,5.9,5.69,-0.875,5.76,0
1.0,0,0,0,0,9.80321143,363.98686,0.663,4.4617,813.4,0.45345,2.99,87.12,896.0,152.12,13.21,0.3032,6.697026,46.059982,53.1,1,118.0,1.0,0.7559,6170.0,4.472,-0.16,0.992,1.063,288.73407,46.939388,15.439,0.012,-0.17,0.59,0.00017,-0.00034,-0.07,-0.03,0.08,-0.078,0.08,0.11,1
1.0,0,0,0,0,24.81097206,156.506971,0.039,3.2245,2090.8,7.04712,4.22,89.96,631.0,37.43,61.21,0.2965,19.424139,91.72884,123.9,2,53.0,1.0,0.1363,6086.0,4.511,-0.26,0.921,1.003,296.84616,40.138611,14.373,0.066,-0.25,-0.04,-0.00019,-0.00027,0.04,-0.07,0.08,-0.17,-0.2,0.27,1
0.986,0,0,0,0,4.8538404,135.09902,0.943,3.198,196.4,0.07371,1.72,77.94,1052.0,288.7,4.51,0.2602,4.9223104,13.1556225,15.4,1,219.0,1.0,0.0566,5778.0,4.483,0.14,0.968,1.038,298.20071,48.267841,14.971,0.088,-1.0,-0.9,0.00026,0.00019,0.27,-0.3,0.4,0.3,-0.4,0.5,1
0.996,0,0,0,0,11.04605365,136.44056,0.064,4.799,308.3,0.88069,1.8,89.79,869.0,134.66,17.84,0.2889,4.838763,22.176304,24.3,1,96.0,1.0,0.8634,6093.0,4.429,-0.12,1.025,1.025,298.11478,48.4944,14.681,0.008,-0.56,0.95,0.00027,-0.00028,0.23,0.11,0.26,0.28,0.11,0.31,1
0.0,0,1,0,0,2.621706694,131.88227,1.279,1.941,4572.0,0.33657,34.68,75.07,1288.0,648.75,4.96,0.2865,24.077776,192.8367,24.3,1,158.0,1.0,0.0667,5749.0,4.436,-0.56,0.881,0.772,297.38153,48.565041,15.399,0.0,0.287,-0.04,0.0009,0.0018,-0.053,0.007,0.054,-0.2,0.076,0.214,0
1.0,0,0,0,0,3.72020708,133.41684,0.341,1.892,156.9,4.00992,0.99,88.63,954.0,195.7,14.32,0.153,3.6129627,14.020479,15.0,1,285.0,1.0,0.4016,5017.0,4.516,-0.02,0.797,0.76,298.46579,48.55941,14.293,0.488,0.14,0.46,-2e-05,-9e-05,0.52,-0.04,0.52,0.28,-0.16,0.32,1
0.0,0,1,0,0,12.264867364,139.304999,0.818,4.7366,11311.0,0.41518,28.29,86.85,1077.0,317.89,14.89,0.1875,128.99419,620.94885,560.2,1,84.0,1.0,0.1325,5372.0,3.81,0.3,2.344,1.295,284.64886,41.015018,14.137,0.0,-0.09,-0.105,0.00071,3e-05,-0.042,0.015,0.045,0.002,-0.069,0.069,0
1.0,0,0,0,0,8.689301216,133.661284,0.029,2.563,1117.0,4.75215,2.92,89.94,782.0,88.24,26.669,0.1914,10.483351,61.405857,70.9,2,126.0,1.0,0.4481,5211.0,4.447,0.08,0.895,0.817,298.60788,46.453678,14.548,0.672,-0.09,-0.09,0.00013,5e-05,-0.044,-0.157,0.16,-0.136,-0.178,0.22,1
0.0,0,0,0,0,20.99757968,132.05689,0.277,2.454,1131.8,11.72011,2.97,89.76,582.0,27.2,64.9,0.1914,9.976729,27.840118,44.7,2,51.0,2.0,0.7615,5211.0,4.447,0.08,0.895,0.817,298.60788,46.453678,14.548,0.052,-0.07,-0.5,9e-05,0.00044,0.17,0.04,0.17,0.08,0.03,0.09,1
0.001,0,0,1,0,0.979442525,132.42297,0.388,1.0348,469.3,6.35369,1.64,86.76,1567.0,1420.01,6.86,0.2665,4.4168143,21.955296,27.0,1,1158.0,1.0,0.0202,5532.0,4.607,-0.4,0.745,0.833,298.14053,40.073872,15.747,0.0,31.88,3.68,-0.01375,-0.00295,,,,,,,0
0.802,0,0,0,0,3.120828136,139.466594,0.784,2.1878,16456.0,1.37644,14.16,84.95,1303.0,680.79,8.92,0.2889,95.42834,1089.1381,113.5,1,435.0,1.0,0.0013,6122.0,4.471,-0.1,0.996,1.07,282.96616,48.34507,14.804,0.0,-0.041,0.173,9e-05,0.0009,-0.015,-0.008,0.017,0.119,0.005,0.119,1
0.992,0,0,0,0,15.13590453,146.58371,0.46,2.236,255.7,8.46929,2.57,89.44,933.0,179.16,46.8,0.2891,4.307178,22.03249,19.8,1,88.0,1.0,0.9586,6050.0,4.137,0.14,1.572,1.24,299.95721,44.771889,13.964,0.406,0.73,-0.46,-5e-05,9e-05,0.53,0.09,0.54,0.51,0.03,0.51,1
0.0,0,0,1,0,1.399326503,133.61426,0.009,1.8305,206.4,2.02693,1.0,89.92,1143.0,402.58,5.942,0.0628,4.8151937,17.877892,22.7,1,963.0,1.0,0.0,4502.0,4.572,0.22,0.728,0.722,289.32101,46.134319,15.447,0.0,2.81,-23.09,-0.00048,0.00414,-0.12,-6.03,6.03,-0.18,-6.65,6.65,0
0.889,0,0,0,0,1.937029968,134.72107,0.105,1.4727,312.3,5.31084,0.87,89.41,802.0,97.94,10.175,0.4175,4.7435646,35.267838,42.8,2,688.0,1.0,0.4049,4042.0,4.761,-0.62,0.49,0.505,283.13547,43.657051,14.39,0.109,-0.01,-0.45,-1e-05,-0.00011,0.15,0.09,0.17,0.04,-0.69,0.69,1
