koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed
0.0,0,1,0,0,24.714790706,149.4927345,0.781,5.06776,208730.0,3.86751,112.24,89.1,901.0,155.67,49.984,0.303,2751.5754,10362.109,5148.8,1,52.0,1.0,0.0,6300.0,3.982,-0.12,1.862,1.214,298.21442,40.0732,12.526,0.0,0.07461,-0.11455,0.002,0.008,0.021,0.002,0.021,0.004,-0.114,0.115,0
0.0,1,0,0,0,3.6329347,131.88496,,2.3,,0.0018,,,,10830.2,,,5.2401476,22.87598,,1,371.0,1.0,0.9906,,,,,,288.35828,40.17466,13.758,0.0,-0.55,-0.4,0.00014,9e-05,-0.046,-0.077,0.09,0.015,-0.106,0.107,0
0.0,0,1,0,0,1.161947482,132.2121368,0.815,4.46886,129900.0,0.23854,68.69,71.53,2174.0,5300.4,2.5725,0.3052,1298.6926,14441.138,2435.4,1,925.0,1.0,-1.0,6225.0,4.204,0.12,1.457,1.242,293.53088,40.15049,13.14,,,,,,0.013,0.004,0.014,0.065,0.108,0.126,0
0.0,0,1,0,0,0.607191908,132.0195301,0.917,1.30166,17369.0,1.09981,12.44,70.72,1759.0,2251.28,2.7778,0.2787,64.80563,1180.8059,961.9,1,1761.0,1.0,0.9862,5370.0,4.598,-0.92,0.671,0.649,293.99124,40.18964,15.428,0.0,0.084,-0.1134,0.00113,0.0015,0.011,-0.127,0.128,0.094,-0.136,0.165,0
0.0,1,0,1,0,2.2502073,133.6127,0.268,2.203,260.1,1.67707,19.94,87.99,3637.0,41377.92,7.66,0.0833,2.707566,8.873278,7.8,1,87.0,1.0,0.6454,4507.0,2.391,0.1,12.787,1.467,282.18466,44.359459,11.946,0.0,11.66,19.49,-0.00251,-0.004116,4.224,6.392,7.661,4.164,6.47,7.7,0
0.0,0,1,0,0,0.648775795,131.7459799,0.961,4.34648,108820.0,0.24774,41.58,57.03,1714.0,2038.54,1.7665,0.2043,828.3845,9970.42,6873.9,1,1595.0,1.0,0.1641,5143.0,4.559,-0.08,0.776,0.796,283.77744,40.842037,10.201,,,,,,-1.65,0.02,1.65,-2.5,0.46,2.55,0
0.004,0,1,0,0,4.132521615,132.892463,0.877,12.4949,156250.0,0.04128,93.1,74.77,1628.0,1660.29,3.3402,0.3025,546.6667,4181.029,440.0,1,322.0,1.0,0.0,6567.0,4.045,-0.52,1.636,1.084,288.92068,40.881302,13.894,0.0,-0.03166,-0.04341,0.001,0.006,-0.018,-0.018,0.025,-0.038,-0.044,0.058,0
,1,0,0,0,410.88527,202.8127,100.196,24.1,2059.6,5.08731,200346.0,73.91,774.0,84.63,357.0,0.1972,8.3046665,8.359932,21.5,1,3.0,1.0,,5015.0,2.34,-0.5,18.489,2.725,290.72864,40.866501,12.962,0.022,-0.01,0.05,0.00019,0.001,0.0,0.02,0.02,-0.01,0.09,0.09,0
0.0,0,1,0,0,0.938905082,131.8411582,0.54,5.00453,358890.0,0.31528,205.64,77.26,4281.0,79148.54,2.4492,0.2797,955.04895,10690.468,2584.7,1,1434.0,1.0,-1.0,8615.0,3.784,-0.22,3.003,2.002,292.21927,40.89333,13.613,0.0,-0.05385,0.00669,0.0,-0.05,0.01,0.045,0.046,0.016,-0.004,0.017,0
0.0,0,0,1,1,0.93891532,131.83424,0.069,2.134,39.1,0.86113,1.13,88.84,2667.0,11944.88,3.42,0.3168,4.0835414,8.921289,8.2,1,1427.0,1.0,0.9253,6534.0,4.074,0.06,1.797,1.395,292.22049,40.88567,13.91,0.0,-5.8,8.02,0.000153,-0.000212,-2.78,4.02,4.89,-2.86,4.04,4.95,0
0.0,0,1,0,0,16.294213708,143.1937219,0.612,6.01687,174010.0,1.30728,68.05,88.67,929.0,176.22,26.375,0.305,1771.2892,10354.355,7486.2,1,82.0,1.0,0.9943,6237.0,4.145,0.02,1.508,1.156,292.51321,40.82756,14.203,0.0,-0.0882,-0.00919,0.01,0.01,-0.001,0.014,0.014,-0.016,-0.109,0.11,0
0.0,1,0,0,0,11.02520205,131.715631,0.439,12.8097,429760.0,0.18164,164.02,87.61,1294.0,663.18,10.5287,0.293,7125.697,39695.543,2585.5,1,101.0,1.0,-1.0,6047.0,3.724,-0.88,2.3,1.021,295.43829,40.843578,12.113,,0.11165,-0.11445,0.006,,-0.011,0.003,0.011,0.054,-0.057,0.079,0
0.0,0,1,0,0,10.819169459,132.9864665,0.275,5.50262,437140.0,2.26064,67.76,89.35,850.0,123.51,24.0946,0.2916,4190.6924,20156.541,5258.2,1,0.0,1.0,-1.0,5955.0,4.429,-0.2,0.991,0.961,288.29306,42.057369,14.342,0.0,0.05988,0.00275,0.0,-0.008,-0.003,0.003,0.005,0.025,-0.086,0.09,0
0.0,0,1,0,0,2.680514453,132.598382,0.359,3.21178,195750.0,1.77927,48.86,87.66,1431.0,989.89,8.776,0.2965,784.5235,7732.065,665.5,1,498.0,1.0,0.0,6038.0,4.356,-0.26,1.076,0.958,288.53311,42.047619,14.746,,0.02992,-0.08413,,-0.002,-0.008,0.003,0.009,-0.082,-0.186,0.204,0
0.0,0,1,0,0,1.053573674,132.428012,1.308,1.70116,3063.0,0.22446,299.87,56.36,4319.0,81969.77,2.3616,0.2807,51.928986,934.83826,445.3,1,1268.0,1.0,-1.0,5838.0,3.038,-0.5,7.385,2.172,291.87244,42.030499,12.97,0.0,-0.149,0.084,0.000629,0.000566,-0.255,-0.618,0.668,-0.188,-0.286,0.342,0
0.0,0,1,1,0,0.970085646,132.4088,0.035,1.129,153.0,5.93809,18.65,89.7,5119.0,162048.58,6.66,0.0833,5.379608,16.753216,9.8,1,1195.0,1.0,0.9985,4555.0,2.346,0.1,15.63,1.974,291.99316,42.049259,12.026,,-7.59,-1.76,,0.000144,-7.219,-2.076,7.511,-7.198,-2.137,7.508,0
0.0,0,1,0,0,63.52017525,162.163605,0.375,17.1759,32548.0,0.14125,77.1,89.31,745.0,72.92,31.116,0.1544,341.605,1211.8698,1708.1,1,21.0,1.0,0.0,4938.0,3.388,0.34,4.33,1.669,292.27612,42.037739,14.985,0.0,-0.153,-0.0676,-0.0011,-0.0024,0.004,0.014,0.014,-0.031,-0.002,0.031,0
0.0,0,1,0,0,11.300987626,801.4552005,0.606,10.5199,325700.0,0.27716,97.12,87.18,1019.0,254.84,12.3226,0.305,5850.939,32845.676,5027.8,1,238.0,1.0,-1.0,6143.0,4.165,-0.02,1.448,1.118,293.02563,42.001381,13.203,0.0,-0.0989,0.00781,-0.01,0.0,0.0,0.001,0.001,-0.043,0.014,0.045,0
0.0,1,0,0,0,0.92098747,131.87056,,2.04,,0.02309,,,,27890.55,,,9.935652,11.241107,,1,1469.0,1.0,0.977,,,,,,293.08749,42.024651,10.206,,,,,,-1.3,-1.6,2.1,-1.1,-2.7,2.9,0
0.0,0,1,0,0,2.182515126,132.354186,0.968,6.8413,114930.0,0.1107,128.15,71.39,2703.0,12627.67,3.032,0.3087,322.2354,4048.6965,861.6,1,620.0,1.0,0.794,8051.0,3.966,-0.14,2.347,1.856,293.41541,42.917259,13.419,,-0.14877,-0.07513,,,0.03,-0.028,0.041,-0.112,-0.085,0.141,0
0.0,0,1,0,0,2.659418888,133.3208183,0.634,6.98414,305230.0,0.23083,61.52,81.75,1352.0,789.69,4.4191,0.3058,1590.309,19001.207,5776.1,1,510.0,1.0,-1.0,6156.0,4.5,-0.32,0.932,1.0,293.8414,42.948139,14.905,,-0.05826,-0.00187,0.022,,-0.027,-0.006,0.027,-0.108,-0.032,0.112,0
0.0,0,0,0,1,2.31610674,132.3383,0.404,3.347,33.6,0.41836,0.7,85.29,1559.0,1393.98,4.91,0.2868,3.264679,10.0529375,13.0,1,584.0,1.0,0.7511,6025.0,4.3,-0.04,1.193,1.036,295.82541,42.941639,13.608,0.06,-0.27,-0.8,1.1e-05,4.4e-05,-0.07,-1.05,1.05,-0.06,-0.89,0.89,0
0.086,0,0,1,0,0.948683571,131.88901,0.691,1.676,150.9,0.75513,1.12,77.91,1665.0,1815.32,3.3,0.2327,4.1042194,10.48579,13.8,1,1197.0,1.0,0.9316,5576.0,4.556,0.02,0.852,0.953,296.93594,42.954231,15.8,0.0,-14.2,13.1,0.00142,-0.00129,-5.62,5.24,7.69,-5.6,5.41,7.79,0
0.0,0,0,1,1,1.65546056,133.13661,0.109,3.52,125.1,0.33739,0.9,88.29,1331.0,743.75,3.656,0.2327,3.3379552,10.601633,12.4,1,684.0,1.0,0.9973,5438.0,4.574,0.02,0.82,0.92,297.7178,42.989311,15.876,0.0,6.2,-5.1,-0.00061,0.00059,3.01,-3.32,4.48,3.02,-3.2,4.4,0
0.0,0,1,0,0,1.655472351,133.126106,0.836,5.09197,174200.0,0.26423,125.25,75.63,2546.0,9914.08,3.3702,0.3088,250.32799,3106.0845,823.8,1,809.0,1.0,0.2316,6725.0,3.86,-0.52,2.171,1.247,297.74109,42.99609,11.471,,,,,,-0.03,-0.006,0.03,0.02,0.056,0.06,0
0.0,1,0,0,0,4.50279037,134.1343,,6.72,,0.0011,,,,1017.15,,,3.8987184,9.380074,,1,308.0,1.0,0.5933,,,,,,283.18817,43.01564,11.606,0.256,0.31,0.45,-1e-05,-7e-06,0.04,-0.01,0.04,0.03,0.11,0.11,0
0.0,0,1,0,0,1.759276227,132.0750778,1.026,3.19585,32091.0,0.27663,40.79,73.27,1861.0,2828.82,3.564,0.3169,537.48914,8612.662,2857.7,1,758.0,1.0,0.0,6656.0,4.351,-0.08,1.232,1.248,295.22525,44.112679,12.984,0.0,-0.08776,-0.0728,0.00051,0.00014,0.004,0.0,0.004,-0.031,-0.016,0.035,0
0.0,0,0,0,1,1.09206792,132.1066,0.378,1.646,105.9,1.74198,0.74,85.47,1320.0,715.46,4.79,0.1054,7.0284224,8.421863,7.7,1,1210.0,2.0,0.4155,4856.0,4.609,0.06,0.728,0.793,295.54388,44.12537,15.924,0.05,-0.7,2.5,5e-05,-0.00027,-0.24,0.22,0.32,-0.37,0.14,0.39,0
0.0,0,1,0,0,1.613014741,131.7482916,0.882,4.39594,152120.0,0.35287,157.33,76.01,3145.0,23173.2,3.6476,0.2693,711.63605,9171.004,1096.1,1,834.0,1.0,0.931,7832.0,3.836,-0.16,2.779,1.93,300.33246,44.144138,12.146,0.0,0.21146,-0.00295,-0.012,-0.012,0.011,0.003,0.011,0.202,0.04,0.206,0
,0,0,1,0,6.2089181,136.6828,0.6977,2.292,1664.0,2.00299,9.2,87.66,1378.0,853.5,15.98,0.2645,5.05975,7.366976,8.4,1,43.0,1.0,,5548.0,3.797,-0.4,2.113,1.021,301.21725,44.13343,16.984,0.0,10.7,-9.7,-0.0122,0.0131,4.768,-4.85,6.8,4.59,-5.23,6.96,0
,1,0,0,1,0.77996263,132.1472,0.0723,3.369,25.7,0.20388,0.83,87.66,2607.0,10919.82,1.872,0.2918,6.827065,8.316652,9.7,1,1712.0,1.0,,6002.0,4.032,-0.2,1.629,1.041,301.36261,44.173409,13.417,0.0,-3.9,0.9,9.8e-05,-1.8e-05,-1.35,0.95,1.65,-1.3,0.96,1.62,0
0.0,1,0,0,0,18.646323091,139.0920079,0.742,8.853,231000.0,0.58993,213.31,88.08,1194.0,480.54,22.1331,0.2773,2629.2573,12854.877,2895.8,1,73.0,1.0,0.361,5786.0,3.542,-0.18,3.478,1.536,300.89032,45.403431,13.729,0.0,0.75,0.18175,0.007,-0.003,-0.004,0.003,0.005,-0.037,0.159,0.164,0
,0,0,1,0,3.6673005,133.1255,0.1985,3.373,144.9,0.79163,0.62,88.81,627.0,36.42,8.26,0.2889,18.813068,8.49586,9.1,1,371.0,1.0,,3823.0,4.729,-0.1,0.519,0.525,292.78583,45.585789,15.826,0.0,14.5,-17.8,-0.00221,0.00272,4.1,-6.48,7.67,4.23,-6.4,7.67,0
0.0,0,1,0,0,3.044771557,132.436907,0.295,11.0593,487820.0,0.0957,231.93,85.31,2816.0,14849.39,3.6062,0.2814,1746.7191,9604.212,3684.9,1,0.0,1.0,-1.0,8199.0,3.747,-0.12,3.163,2.039,293.69333,45.517021,12.146,,0.0433,-0.11613,,,-0.02,0.009,0.022,-0.074,-0.004,0.074,0
0.0,0,1,0,0,0.773144492,131.6393074,0.694,4.05643,215960.0,0.35201,107.13,71.89,2860.0,15791.97,2.232,0.3189,1503.7528,17189.713,2947.8,1,1689.0,1.0,0.0,6413.0,4.038,0.21,1.91,1.453,295.28845,45.518337,13.833,0.0,-0.13734,-0.03773,0.035,-0.024,-0.01,0.011,0.015,-0.051,-0.007,0.052,0
,1,0,0,0,2.66811113,133.5071,0.9911,22.49,48.3,0.00277,1.53,12.03,1792.0,2439.28,1.0139,0.3145,3.2219005,7.954615,32.5,1,295.0,2.0,,6593.0,4.164,-0.08,1.561,1.302,295.69476,45.529202,13.688,0.25,0.67,-0.01,-2.4e-05,0.0,-0.29,-0.1,0.31,-0.33,-0.02,0.33,0
0.0,0,1,0,0,50.440285363,149.90838,0.658,12.2001,85309.0,0.31684,51.5,88.92,673.0,48.36,34.9284,0.3036,1394.2682,3130.3047,2499.7,1,26.0,1.0,0.0,6225.0,4.039,-0.28,1.646,1.08,297.96613,45.545792,12.009,0.0,-0.1071,-0.37956,0.0019,0.002,0.011,-0.007,0.013,-0.055,-0.34,0.344,0
0.0,0,1,0,0,3.255385289,132.498277,0.523,5.9498,158910.0,0.28409,40.58,84.46,1236.0,550.68,5.419,0.2711,608.0666,6943.262,840.7,1,417.0,1.0,0.0,5806.0,4.425,-0.16,0.975,0.923,299.92822,45.595081,15.091,0.0,0.4535,-0.0499,0.06,-0.12,-0.09,0.379,0.39,-0.054,0.015,0.056,0
,1,0,0,0,7.4185369,131.5282,0.053,1.451,14.7,20.62144,0.81,89.95,1963.0,3511.86,39.1,0.2899,7.6467147,7.8799343,5.2,1,141.0,1.0,,9763.0,4.179,0.07,2.045,2.303,296.69196,46.869171,11.364,0.0,4.6,0.6,-9e-05,-1.4e-05,-0.6,0.8,1.0,-0.7,0.6,1.0,0
0.0,0,1,0,0,15.68434493,133.03069,1.206,44.463,791.6,0.00022,56.23,31.88,1136.0,393.14,1.42,0.3132,7.976915,38.8334,256.3,1,71.0,1.0,0.9409,6407.0,3.888,-0.02,2.191,1.355,297.32681,46.845211,13.102,0.025,-0.287,-0.087,5e-05,-4e-05,-0.03,0.05,0.06,-0.2,-0.07,0.21,0
0.0,0,1,0,0,5.357409918,131.637601,0.804,4.28582,199160.0,1.35904,124.05,86.38,1492.0,1172.13,12.728,0.2847,1696.5334,11209.847,936.1,1,202.0,1.0,0.8515,5768.0,3.809,-0.56,2.057,0.993,298.99442,46.812408,13.166,0.0,0.00734,-0.07739,0.006,-0.002,-0.007,0.001,0.007,0.02,-0.066,0.069,0
0.0,0,1,0,0,1.400991827,132.453975,1.093,4.8798,64104.0,0.14661,98.13,63.84,2468.0,8795.37,2.4778,0.3189,465.41025,4497.0063,669.6,1,963.0,1.0,0.0003,6706.0,4.026,-0.08,1.924,1.436,286.556,46.95734,11.244,,,,,,-0.02,0.03,0.03,-0.01,0.08,0.09,0
0.0,0,0,0,1,1.34062901,132.0803,0.531,3.076,69.5,0.26863,0.82,79.62,1678.0,1876.57,2.94,0.2889,4.317292,10.544072,13.1,1,1005.0,1.0,0.871,6045.0,4.494,-0.12,0.955,1.038,293.12991,46.921768,15.13,0.528,-0.6,-0.8,2.2e-05,4.5e-05,-0.77,0.6,0.97,-0.7,0.67,0.97,0
0.0,0,1,0,0,7.448375935,137.694513,0.35,4.23892,152670.0,1.89099,34.37,88.87,871.0,136.18,17.7005,0.2787,906.65326,7390.869,1837.9,1,180.0,1.0,0.0002,5636.0,4.489,-0.26,0.867,0.846,295.29791,46.920471,15.178,0.0,-0.0795,-0.2413,-0.005,0.0,0.008,-0.003,0.009,-0.061,-0.114,0.129,0
,1,0,0,0,0.533628226,132.00331,0.9385,5.772,81.8,0.05722,2.41,9.74,3885.0,53849.23,0.9515,0.2944,6.0516033,7.1052256,35.3,1,1590.0,2.0,,7163.0,3.906,-0.44,2.177,1.392,290.64642,48.597092,11.299,0.041,-0.29,-0.11,9.9e-06,2.9e-06,-0.46,1.19,1.27,-0.58,1.27,1.39,0
0.0,0,1,1,0,0.678137665,132.138369,1.263,1.00718,885.0,0.30356,30.37,49.55,2274.0,6364.7,1.947,0.303,5.480614,19.428377,172.7,1,1970.0,1.0,1.0,6429.0,4.449,-0.82,0.942,0.91,290.90582,48.531811,14.291,0.0,-1.28,-2.24,0.000327,0.000566,0.027,-2.042,2.042,0.014,-1.936,1.936,0
0.0,0,1,1,0,2.069415479,132.645356,1.241,5.71941,16188.0,0.04981,55.45,56.39,1768.0,2310.53,2.242,0.3195,220.6911,2859.2012,1148.3,1,648.0,1.0,0.5636,6640.0,4.343,-0.04,1.25,1.261,291.95267,48.568878,13.681,,-3.1007,0.313,,-0.00417,-2.621,0.22,2.63,-2.744,0.275,2.757,0
0.0,1,0,0,0,8.04963472,138.6541935,0.671,6.00488,279650.0,0.95061,95.98,87.41,1247.0,571.1,14.8217,0.3183,2554.1582,12314.379,5246.5,1,0.0,1.0,-1.0,6698.0,4.171,-0.38,1.485,1.197,284.41779,48.680908,13.831,0.0,0.09452,0.0009,-0.001,0.0,-0.004,-0.001,0.004,-0.022,-0.049,0.054,0
0.0,0,1,0,0,11.578946873,131.7977742,0.441,4.6373,299740.0,3.06419,58.32,89.1,869.0,134.91,27.8997,0.2979,1565.5864,8823.995,2456.3,1,0.0,1.0,-1.0,6028.0,4.355,-0.56,1.014,0.849,285.71439,48.601822,15.003,0.0,0.1265,-0.1892,-0.179,0.072,0.043,-0.007,0.044,0.067,-0.153,0.167,0
0.0,0,1,0,0,1.47258471,132.92769,0.75,4.76885,224010.0,0.34369,123.25,77.27,2705.0,12617.53,3.4027,0.3338,460.17474,4280.2217,741.5,1,470.0,1.0,-1.0,7360.0,4.008,-0.28,2.024,1.521,287.64722,48.646679,14.206,0.0,-0.04982,-0.03838,0.01,0.02,-0.032,-0.048,0.057,-0.002,-0.101,0.101,0
0.0,0,1,0,0,4.446459958,135.730111,1.277,2.558,5663.8,0.29237,36.15,79.07,1030.0,265.42,6.74,0.2327,53.64343,349.87384,178.3,1,239.0,1.0,0.0,5615.0,4.504,-0.02,0.893,0.929,284.40344,48.70808,14.735,0.968,-0.074,-0.191,4e-05,0.0,-0.01,0.014,0.017,-0.097,-0.238,0.257,0
0.0,0,1,0,0,8.207257515,135.8249178,0.596,4.23835,391300.0,3.60965,46.82,88.54,650.0,42.1,23.424,0.1392,1319.9537,10346.397,1748.3,1,0.0,1.0,-1.0,4859.0,4.637,-0.7,0.621,0.61,296.24603,51.369099,15.3,0.0,0.78355,0.87311,-0.149,0.1,0.021,-0.029,0.036,-0.006,-0.014,0.016,0
,1,0,0,0,498.68845,556.5161,0.1119,17.88,548.3,0.76979,2.44,89.95,246.0,0.87,216.3,0.3001,7.616506,7.674573,9.4,1,3.0,1.0,,6184.0,4.448,-0.06,1.038,1.1,287.86331,51.488522,15.166,0.97,-0.4,1.3,-4e-05,-0.00012,-0.58,-1.95,2.03,-0.83,-2.02,2.18,0
0.0,0,0,1,1,1.22775105,132.56346,0.262,1.602,327.6,2.42714,1.0,87.41,1094.0,340.64,5.78,0.0966,4.891179,14.081818,20.3,1,1065.0,1.0,0.1066,4551.0,4.713,-0.72,0.56,0.59,289.04477,51.415379,15.715,0.0,56.4,2.41,-0.01448,-0.00032,8.883,1.427,8.997,9.074,1.481,9.194,0
0.0,0,1,0,0,7.214721393,132.498654,0.898,2.36464,46802.0,3.48437,16.79,87.58,630.0,37.12,21.24,0.1941,214.80528,1693.6122,582.0,1,185.0,1.0,0.0,4705.0,4.696,-1.08,0.552,0.552,291.08231,51.558361,14.853,0.0,0.1042,0.0995,0.0018,-0.0132,-0.016,0.023,0.028,-0.015,-0.244,0.245,0
,0,0,0,0,8.15275885,134.19046,0.461,1.746,16536.0,13.6772,2.44,89.38,305.0,2.03,36.4,0.0928,3.2791908,7.1269426,9.2,3,65.0,3.0,,3327.0,5.113,-0.38,0.189,0.169,298.73611,46.498634,17.475,0.0,0.97,0.82,-0.007,0.0,0.33,0.49,0.59,0.84,1.66,1.86,1
0.0,1,0,1,0,3.18740907,132.8032,0.144,6.19,137.5,0.1173,0.81,87.93,919.0,168.43,3.979,0.1142,2.8573804,7.6943254,9.2,2,411.0,3.0,0.4745,4808.0,4.589,-0.1,0.715,0.723,290.20361,37.774342,16.153,0.0,-5.4,4.79,0.00051,-0.00068,-4.7,-0.3,4.7,-7.4,1.1,7.5,0
0.0,1,0,0,0,10.23273611,139.5844258,,1.55,,,,,,,,,35.275578,208.04103,,2,129.0,1.0,0.9254,,,,,,301.11429,44.825802,11.614,0.067,-0.131,-0.054,-0.00012,7e-05,0.129,-0.013,0.129,0.129,0.02,0.131,0
,0,0,0,1,0.962815183,132.21629,0.0916,2.581,20.7,0.5032,1.12,88.24,3152.0,23331.88,2.911,0.3123,7.06539,9.332012,12.1,2,918.0,3.0,,6638.0,3.792,-0.4,2.445,1.349,297.72531,40.640789,12.876,0.0,-4.5,-4.6,8.3e-05,9e-05,-6.0,-5.6,8.2,-6.0,-5.5,8.1,0
0.0,1,0,1,1,0.696290095,131.52676,1.123,3.839,120.5,0.05892,12.63,11.93,1969.0,3537.89,1.147,0.2916,3.7632303,10.345437,19.4,2,1491.0,2.0,0.3148,5904.0,4.543,-0.24,0.867,0.958,283.72379,40.23756,15.034,0.006,-1.6,1.5,9.3e-05,-0.000132,-5.74,0.3,5.75,-5.78,0.2,5.78,0
,0,1,1,0,0.62240698,131.68393,0.0908,1.186,155.8,3.32389,1.63,88.81,2663.0,11894.49,4.08,0.3214,7.482952,11.445304,10.2,1,2145.0,1.0,,6661.0,4.341,0.07,1.29,1.33,291.2598,38.897999,12.92,0.0,-3.67,-2.66,0.000198,0.00015,-2.341,-5.54,6.014,-2.334,-5.429,5.909,0
0.0,0,1,0,0,24.09002065,154.285323,0.946,11.0494,6782.2,0.02905,9.39,84.36,551.0,21.85,9.623,0.2175,39.32722,183.02061,252.3,1,43.0,1.0,0.9826,5354.0,4.495,-0.36,0.804,0.737,294.1434,38.893162,14.94,0.0,0.293,-0.128,-0.00233,-0.0017,0.42,0.195,0.463,0.271,-0.018,0.271,0
,1,0,0,0,4.4158933,132.9738,0.1672,1.155,191.1,24.09761,1.42,89.95,1138.0,395.82,29.2,0.2816,10.34212,7.224046,5.8,1,246.0,1.0,,5977.0,4.473,0.21,1.022,1.133,295.68594,38.889359,15.417,0.036,-0.6,-3.3,0.0002,0.00053,4.1,-0.2,4.1,4.1,-0.3,4.1,0
0.0,0,1,0,0,2.666961614,133.719065,1.276,2.4774,7583.4,0.25202,40.68,73.74,1469.0,1104.26,4.559,0.3071,38.914867,414.0475,249.5,1,400.0,1.0,0.7493,6609.0,4.484,-0.5,0.974,1.073,296.05377,38.89426,13.968,0.0,0.123,-0.396,-0.00029,-0.0003,0.011,0.005,0.012,-0.054,-0.201,0.208,0
,1,0,0,0,1.17430183,131.7601,0.9744,9.587,64.5,0.01401,2.22,14.9,3020.0,19656.66,1.007,0.3381,6.270037,8.688242,13.5,1,914.0,1.0,,7537.0,4.007,-0.06,2.145,1.703,294.18454,40.150372,12.08,0.337,-0.25,-0.36,7e-06,8e-06,-0.04,-0.09,0.09,-0.04,-0.07,0.08,0
0.0,0,1,0,0,15.039464523,144.137252,0.998,5.39796,66877.0,0.77361,51.71,87.28,877.0,139.95,20.99,0.311,601.31525,2873.105,1133.5,1,74.0,1.0,-1.0,6410.0,4.329,-0.2,1.178,1.077,294.7312,40.15049,13.623,0.0,2.1533,-0.1209,0.0434,-0.0039,-3.88,0.275,3.89,0.036,0.04,0.054,0
0.0,0,1,0,0,3.693951168,133.61052,0.917,2.2534,28290.0,1.41354,20.88,84.77,1148.0,411.07,10.06,0.2965,118.6181,1277.6678,173.2,1,293.0,1.0,0.4255,5968.0,4.534,-0.26,0.881,0.97,294.90256,40.169979,15.286,0.0,-0.042,-0.0887,0.0003,0.0008,-0.018,-0.016,0.024,-0.029,-0.154,0.156,0
0.0,1,0,1,0,1.05680287,131.682,0.563,5.748,82.3,0.04639,0.83,66.28,1633.0,1686.88,1.399,0.2291,2.9905887,7.5739937,10.9,1,831.0,1.0,0.8318,5584.0,4.532,0.1,0.885,0.974,295.01114,40.151402,15.87,0.005,-4.2,-1.8,0.000193,4.2e-05,-1.654,-7.911,8.082,-1.764,-8.188,8.376,0
0.0,0,1,1,1,0.787122102,131.73687,1.211,3.0999,596.8,0.07002,20.76,23.34,1655.0,1775.05,1.319,0.2043,3.5526955,10.321272,57.4,1,1104.0,1.0,0.9381,5210.0,4.528,-0.12,0.799,0.786,295.27374,40.133659,15.626,,7.6,-7.5,,0.00083,4.32,-6.31,7.65,4.2,-6.58,7.81,0
,0,1,0,1,2.15045295,132.32499,0.3604,4.453,169.1,0.18284,24.27,84.22,4340.0,83894.63,3.55,0.1615,10.677802,10.007565,25.8,1,494.0,1.0,,4899.0,2.356,0.05,18.92,3.05,295.29596,40.186569,11.359,,103.37,-93.09,,0.005824,11.82,-10.88,16.07,11.77,-10.96,16.1,0
,1,0,1,0,0.561524348,131.79593,0.4172,3.336,34.1,0.15398,0.43,72.19,2050.0,4173.47,1.369,0.3349,7.1207843,7.656622,15.7,1,1899.0,1.0,,5919.0,4.55,-2.02,0.715,0.66,295.31177,40.19759,14.564,0.0,2.0,0.9,-9.4e-05,-6e-05,5.71,3.56,6.73,5.39,3.56,6.45,0
0.0,0,1,0,0,1.21607873,132.4476,0.991,4.686,29.4,0.01518,1.92,20.63,2803.0,14545.24,1.059,0.3001,2.98135,11.588787,11.2,1,1107.0,1.0,0.3258,6234.0,3.741,-0.42,2.5,1.255,298.64252,40.838909,13.333,0.212,0.68,0.24,-2e-05,-1.8e-05,-0.02,0.11,0.11,-0.11,0.11,0.16,0
0.0,0,1,0,0,38.49536985,152.84943,1.013,12.8716,93327.0,0.19594,124.34,87.66,824.0,109.13,24.85,0.2904,1419.4133,3021.7864,201.9,2,35.0,1.0,0.6418,6050.0,3.823,0.02,2.345,1.332,299.702,40.896271,13.173,0.0,0.408,-0.3324,0.0,0.0,-0.008,-0.009,0.012,0.105,-0.021,0.107,0
0.0,0,0,0,1,4.18224416,134.0885,0.99,6.209,57.2,0.0032,1.07,46.42,1206.0,500.7,1.436,0.2979,4.332126,9.947273,13.8,1,249.0,1.0,0.4975,6057.0,4.392,-0.46,0.999,0.896,284.87558,40.984428,13.732,0.082,1.5,-0.9,-7.3e-05,4.1e-05,1.05,-1.22,1.6,1.1,-1.28,1.7,0
0.0,0,1,1,0,0.643002821,131.689685,1.261,1.02608,2671.5,0.58505,36.82,57.37,2188.0,5409.39,2.338,0.2787,5.9547095,82.748825,295.6,1,2077.0,1.0,0.9478,5681.0,4.315,-0.34,1.036,0.807,289.07111,40.978809,14.984,0.0,1.566,-0.922,0.00117,-0.00095,-1.14,0.596,1.286,-0.641,0.222,0.679,0
